# {'date': u'2017_mar_30_1358', 'frameRate': 59.002246102365959, 'expName': 'pilot4', u'participant': u'6'}
subj,trial,time,stimulus,response
6,0,0.0014126244,stimulus,
6,0,0.5847335172,tap,lalt
6,1,0.7506011896,stimulus,
6,1,1.1927122016,tap,rctrl
6,2,1.5006465976,stimulus,
6,2,1.9606894179,tap,rctrl
6,3,2.2506195394,stimulus,
6,3,2.7606733696,tap,lalt
6,4,3.0006294918,stimulus,
6,4,3.5606887337,tap,rctrl
6,5,3.7506192284,stimulus,
6,6,4.5006266927,stimulus,
6,6,4.5046257074,tap,lalt
6,7,5.2506724117,stimulus,
6,7,5.3846226097,tap,rctrl
6,8,6.0006876514,stimulus,
6,8,6.1366087435,tap,rctrl
6,9,6.7506568610,stimulus,
6,9,6.9045794286,tap,rctrl
6,10,7.5007128435,stimulus,
6,10,7.6245790429,tap,lalt
6,11,8.2506926276,stimulus,
6,11,8.4245334483,tap,lalt
6,12,9.0007299493,stimulus,
6,12,9.0805127497,tap,rctrl
6,13,9.7507486101,stimulus,
6,13,9.8324677821,tap,lalt
6,14,10.5007504762,stimulus,
6,14,10.5844831511,tap,lalt
6,15,11.2507958842,stimulus,
6,15,11.3684701110,tap,rctrl
6,16,12.0008188992,stimulus,
6,16,12.1524561377,tap,rctrl
6,17,12.7508241864,stimulus,
6,17,12.7924169873,tap,lalt
6,18,13.5008493785,stimulus,
6,18,13.5443987669,tap,rctrl
6,19,14.2508789248,stimulus,
6,19,14.3763863438,tap,lalt
6,20,15.0009097152,stimulus,
6,20,15.2244362254,tap,lalt
6,21,15.7509103372,stimulus,
6,21,15.8644188459,tap,rctrl
6,22,16.5009143804,stimulus,
6,22,16.5843923351,tap,lalt
6,23,17.2509383285,stimulus,
6,23,17.3363430133,tap,rctrl
6,24,18.0009538791,stimulus,
6,24,18.0723396195,tap,lalt
6,25,18.7509678748,stimulus,
6,25,18.8562712189,tap,lalt
6,26,19.5009902678,stimulus,
6,26,19.6082514434,tap,lalt
6,27,20.2510139048,stimulus,
6,27,20.3922629733,tap,rctrl
6,28,21.0010247903,stimulus,
6,28,21.1442621697,tap,lalt
6,29,21.7510266564,stimulus,
6,29,21.9122179261,tap,lalt
