# {'date': u'2016_May_02_1445', 'frameRate': None, 'expName': 'pilot1', u'participant': u'005'}
subj,sessionix,ISI,time,stimulus,response
005,1,0.75,0.0016011032,1,
005,1,0.75,0.4112969216,0,rctrl
005,1,0.75,0.7503675415,1,
005,1,0.75,1.1312643397,0,rctrl
005,1,0.75,1.5003180124,1,
005,1,0.75,1.8272348033,0,lalt
005,1,0.75,2.2503179347,1,
005,1,0.75,2.6192207653,0,rctrl
005,1,0.75,3.0003113256,1,
005,1,0.75,3.3712065159,0,lalt
005,1,0.75,3.7503196453,1,
005,1,0.75,4.0831908109,0,lalt
005,1,0.75,4.5003400945,1,
005,1,0.75,4.7711775293,0,lalt
005,1,0.75,5.2503247770,1,
005,1,0.75,5.5631967699,0,lalt
005,1,0.75,6.0004472390,1,
005,1,0.75,6.2271576095,0,rctrl
005,1,0.75,6.7503364401,1,
005,1,0.75,6.9631848892,0,lalt
005,1,0.75,7.5003348072,1,
005,1,0.75,7.7391315166,0,lalt
005,1,0.75,8.2503390837,1,
005,1,0.75,8.4191245374,0,lalt
005,1,0.75,9.0003408720,1,
005,1,0.75,9.1711130871,0,rctrl
005,1,0.75,9.7503703407,1,
005,1,0.75,9.9550540341,0,lalt
005,1,0.75,10.5003136582,1,
005,1,0.75,10.6750513096,0,rctrl
005,1,0.75,11.2503260211,1,
005,1,0.75,11.4510333927,0,rctrl
005,1,0.75,12.0003383839,1,
005,1,0.75,12.1630201758,0,rctrl
005,1,0.75,12.7503563450,1,
005,1,0.75,13.0030031571,0,lalt
005,1,0.75,13.5003142803,1,
005,1,0.75,13.6669944761,0,lalt
005,1,0.75,14.2503375286,1,
005,1,0.75,14.3869618942,0,lalt
005,1,0.75,15.0003446042,1,
005,1,0.75,15.1549431263,0,lalt
005,1,0.75,15.7503610102,1,
005,1,0.75,15.8029523373,0,rctrl
005,1,0.75,16.5003886128,1,
005,1,0.75,16.6109284937,0,lalt
005,1,0.75,17.2503530793,1,
005,1,0.75,17.3868965811,0,lalt
005,1,0.75,18.0003816149,1,
005,1,0.75,18.0508966085,0,rctrl
005,1,0.75,18.7503131140,1,
005,1,0.75,18.9068648079,0,lalt
005,1,0.75,19.5003114811,1,
005,1,0.75,19.6428513447,0,rctrl
005,1,0.75,20.2503412608,1,
005,1,0.75,20.3628352465,0,lalt
005,1,0.75,21.0003368288,1,
005,1,0.75,21.0908302628,0,lalt
005,1,0.75,21.7503044056,1,
005,1,0.75,21.8508019356,0,lalt
005,1,0.75,22.5003086820,1,
005,1,0.75,22.5787904206,0,rctrl
005,1,0.75,23.2503126474,1,
005,1,0.75,23.3547734367,0,rctrl
005,1,0.75,24.0003122587,1,
005,1,0.75,24.0747626259,0,lalt
005,1,0.75,24.7503205783,1,
005,1,0.75,24.8507484411,0,lalt
005,1,0.75,25.5003593774,1,
005,1,0.75,25.6187648179,0,rctrl
005,1,0.75,26.2503456150,1,
005,1,0.75,26.4187133761,0,lalt
005,1,0.75,27.0003141248,1,
005,1,0.75,27.1387237142,0,rctrl
005,1,0.75,27.7503128029,1,
005,1,0.75,27.8666773656,0,rctrl
005,1,0.75,28.5003152133,1,
005,1,0.75,28.6586561743,0,lalt
005,1,0.75,29.2506566296,1,
005,1,0.75,29.3706479336,0,lalt
005,1,0.75,30.0003219001,1,
005,1,0.75,30.0186313304,0,lalt
005,1,0.75,30.7503134250,1,
005,1,0.75,30.7946183897,0,rctrl
005,1,0.75,31.5003338742,1,
005,1,0.75,31.5705849221,0,lalt
005,1,0.75,32.2502457793,1,
005,1,0.75,32.3625724392,0,lalt
005,1,0.75,33.0003483364,1,
005,1,0.75,33.1465615935,0,lalt
005,1,0.75,33.7503109369,1,
005,1,0.75,33.8425454307,0,rctrl
005,1,0.75,34.5003267209,1,
005,1,0.75,34.5945507752,0,rctrl
005,1,0.75,35.2503173127,1,
005,1,0.75,35.2825222539,0,lalt
005,1,0.75,36.0003474033,1,
005,1,0.75,36.1065022892,0,rctrl
005,1,0.75,36.7503858914,1,
005,1,0.75,36.8184918715,0,rctrl
005,1,0.75,37.5003494249,1,
005,1,0.75,37.5864802569,0,rctrl
005,1,0.75,38.2503512133,1,
005,1,0.75,38.3704488843,0,rctrl
005,1,0.75,39.0003641981,1,
005,1,0.75,39.0904274989,0,lalt
005,1,0.75,39.7503128029,1,
005,1,0.75,39.8264252322,0,rctrl
005,1,0.75,40.5003344962,1,
005,1,0.75,40.5863975271,0,lalt
005,1,0.75,41.2503499692,1,
005,1,0.75,41.2583809885,0,lalt
005,1,0.75,42.0003495804,1,
005,1,0.75,42.0583783760,0,rctrl
005,1,0.75,42.7503323969,1,
005,1,0.75,42.8103638156,0,rctrl
005,1,0.75,43.5003354293,1,
005,1,0.75,43.5463674582,0,lalt
005,1,0.75,44.2503443709,1,
005,1,0.75,44.2983261505,0,lalt
005,1,0.75,45.0003660642,1,
005,1,0.75,45.0503007045,0,lalt
005,1,0.75,45.7502988073,1,
005,1,0.75,45.8022945414,0,rctrl
