# {'date': u'2016_May_12_1222', 'frameRate': None, 'expName': 'pilot1', u'participant': u'017'}
subj,sessionix,ISI,time,stimulus,response
017,1,0.75,0.0017609543,1,
017,1,0.75,0.7502750908,1,
017,1,0.75,0.8794477160,0,rctrl
017,1,0.75,1.5003103908,1,
017,1,0.75,1.8873925373,0,lalt
017,1,0.75,2.2503161445,1,
017,1,0.75,2.4313657006,0,lalt
017,1,0.75,3.0003365158,1,
017,1,0.75,3.0793592639,0,lalt
017,1,0.75,3.7503164555,1,
017,1,0.75,3.7673391178,0,rctrl
017,1,0.75,4.5003110128,1,
017,1,0.75,4.5593172896,0,lalt
017,1,0.75,5.2503152114,1,
017,1,0.75,5.3033282721,0,rctrl
017,1,0.75,6.0003119458,1,
017,1,0.75,6.0792756015,0,rctrl
017,1,0.75,6.7503136564,1,
017,1,0.75,6.7912587993,0,rctrl
017,1,0.75,7.5003222092,1,
017,1,0.75,7.6152345876,0,lalt
017,1,0.75,8.2503360493,1,
017,1,0.75,8.3032119533,0,rctrl
017,1,0.75,9.0003452242,1,
017,1,0.75,9.0551941933,0,lalt
017,1,0.75,9.7503581312,1,
017,1,0.75,9.8551700587,0,lalt
017,1,0.75,10.5003452242,1,
017,1,0.75,10.5991788641,0,rctrl
017,1,0.75,11.2503310731,1,
017,1,0.75,11.3191557123,0,rctrl
017,1,0.75,11.9751326625,0,lalt
017,1,0.75,12.0003427361,1,
017,1,0.75,12.7502946846,1,
017,1,0.75,12.7911101352,0,rctrl
017,1,0.75,13.5002568966,1,
017,1,0.75,13.6470707884,0,lalt
017,1,0.75,14.2503192546,1,
017,1,0.75,14.3030555139,0,lalt
017,1,0.75,15.0003262524,1,
017,1,0.75,15.0870266619,0,lalt
017,1,0.75,15.7503460017,1,
017,1,0.75,15.8230063615,0,rctrl
017,1,0.75,16.5002998163,1,
017,1,0.75,16.8309829061,0,lalt
017,1,0.75,17.2503674616,1,
017,1,0.75,17.3509741853,0,rctrl
017,1,0.75,18.0003707272,1,
017,1,0.75,18.0629468087,0,rctrl
017,1,0.75,18.7503509779,1,
017,1,0.75,18.8389261724,0,lalt
017,1,0.75,19.5003470903,1,
017,1,0.75,19.5669078674,0,rctrl
017,1,0.75,20.2503369823,1,
017,1,0.75,20.3668843549,0,rctrl
017,1,0.75,21.0003909431,1,
017,1,0.75,21.1188759252,0,rctrl
017,1,0.75,21.7503363603,1,
017,1,0.75,21.7988400468,0,lalt
017,1,0.75,22.5003110128,1,
017,1,0.75,22.5428183729,0,lalt
017,1,0.75,23.2503267189,1,
017,1,0.75,23.3507987741,0,lalt
017,1,0.75,24.0003212762,1,
017,1,0.75,24.0147727958,0,lalt
017,1,0.75,24.7503220537,1,
017,1,0.75,24.7827656624,0,rctrl
017,1,0.75,25.4547317795,0,lalt
017,1,0.75,25.5002998163,1,
017,1,0.75,26.2503267189,1,
017,1,0.75,26.2627292864,0,lalt
017,1,0.75,26.9747040869,0,rctrl
017,1,0.75,27.0003060366,1,
017,1,0.75,27.7026870260,0,rctrl
017,1,0.75,27.7503052590,1,
017,1,0.75,28.5002873758,1,
017,1,0.75,28.5828522484,0,lalt
017,1,0.75,29.2503176996,1,
017,1,0.75,29.3506861875,0,rctrl
017,1,0.75,30.0003063476,1,
017,1,0.75,30.0466385428,0,rctrl
017,1,0.75,30.7503124123,1,
017,1,0.75,30.7986030550,0,rctrl
017,1,0.75,31.5003063476,1,
017,1,0.75,31.6305728047,0,lalt
017,1,0.75,32.2503211207,1,
017,1,0.75,32.2865646835,0,rctrl
017,1,0.75,32.9905296610,0,lalt
017,1,0.75,33.0003218982,1,
017,1,0.75,33.7503117903,1,
017,1,0.75,33.7665105797,0,lalt
017,1,0.75,34.5003147449,1,
017,1,0.75,34.5824980049,0,rctrl
017,1,0.75,35.2464714046,0,rctrl
017,1,0.75,35.2504274871,1,
017,1,0.75,36.0002861318,1,
017,1,0.75,36.0464510021,0,lalt
017,1,0.75,36.7503254749,1,
017,1,0.75,36.7824425202,0,rctrl
017,1,0.75,37.5003060366,1,
017,1,0.75,37.7264095255,0,lalt
017,1,0.75,37.7984385293,0,rctrl
017,1,0.75,38.2503304511,1,
017,1,0.75,38.3824144668,0,lalt
017,1,0.75,39.0003209652,1,
017,1,0.75,39.0383811536,0,rctrl
017,1,0.75,39.7503344942,1,
017,1,0.75,39.7743474796,0,lalt
017,1,0.75,40.5003001273,1,
017,1,0.75,40.5503252883,0,rctrl
017,1,0.75,41.2503173885,1,
017,1,0.75,41.3263267338,0,rctrl
017,1,0.75,42.0003113238,1,
017,1,0.75,42.0622787533,0,lalt
017,1,0.75,42.7503133454,1,
017,1,0.75,42.8302632226,0,lalt
017,1,0.75,43.4862491921,0,rctrl
017,1,0.75,43.5003495784,1,
017,1,0.75,44.1342281378,0,lalt
017,1,0.75,44.2503578202,1,
017,1,0.75,44.9102084345,0,lalt
017,1,0.75,45.0003125678,1,
017,1,0.75,45.7503170775,1,
017,1,0.75,45.9021948794,0,lalt
017,1,0.75,46.5004089818,1,
017,1,0.75,46.6301927471,0,lalt
017,1,0.75,47.2461759424,0,rctrl
017,1,0.75,47.2503142784,1,
017,1,0.75,48.0002923520,1,
017,1,0.75,48.0701280937,0,lalt
017,1,0.75,48.7503404035,1,
017,1,0.75,48.8540998637,0,lalt
017,1,0.75,49.5003697942,1,
017,1,0.75,49.7180862015,0,rctrl
017,1,0.75,50.2380541548,0,lalt
017,1,0.75,50.2505142596,1,
017,1,0.75,50.9820346580,0,lalt
017,1,0.75,51.0003545546,1,
017,1,0.75,51.7503547101,1,
017,1,0.75,51.7900138152,0,lalt
017,1,0.75,52.5003299846,1,
017,1,0.75,52.5260000460,0,rctrl
017,1,0.75,53.2503257859,1,
017,1,0.75,53.3099739931,0,lalt
017,1,0.75,54.0003704162,1,
017,1,0.75,54.1259614182,0,rctrl
017,1,0.75,54.7259327429,0,lalt
017,1,0.75,54.7504389945,1,
017,1,0.75,55.5003038595,1,
017,1,0.75,55.6139084291,0,lalt
017,1,0.75,56.1979042715,0,rctrl
017,1,0.75,56.2503077471,1,
017,1,0.75,57.0003119458,1,
