# {'date': u'2016_May_13_1610', 'frameRate': None, 'expName': 'pilot1', u'participant': u'019'}
subj,sessionix,ISI,time,stimulus,response
019,1,1.25,0.0014051811,1,
019,1,1.25,0.2976187810,0,rctrl
019,1,1.25,0.9296012993,0,rctrl
019,1,1.25,1.2503682458,1,
019,1,1.25,2.5003222150,1,
019,1,1.25,2.6575902171,0,rctrl
019,1,1.25,3.7504005917,1,
019,1,1.25,3.8735557861,0,lalt
019,1,1.25,5.0003601593,1,
019,1,1.25,5.2735555995,0,rctrl
019,1,1.25,6.2503567381,1,
019,1,1.25,6.3695442710,0,rctrl
019,1,1.25,7.5003859738,1,
019,1,1.25,7.6655270953,0,rctrl
019,1,1.25,8.7503393211,1,
019,1,1.25,8.8815414942,0,rctrl
019,1,1.25,10.0003505177,1,
019,1,1.25,10.0495091508,0,lalt
019,1,1.25,11.2504108553,1,
019,1,1.25,11.3535072299,0,lalt
019,1,1.25,12.5004276503,1,
019,1,1.25,12.6174834632,0,lalt
019,1,1.25,13.7503502067,1,
019,1,1.25,13.8015170855,0,rctrl
019,1,1.25,15.0003981035,1,
019,1,1.25,15.1294996585,0,rctrl
019,1,1.25,16.2503337227,1,
019,1,1.25,16.4574561060,0,rctrl
019,1,1.25,17.5003371439,1,
019,1,1.25,17.6174333892,0,lalt
019,1,1.25,18.7503209710,1,
019,1,1.25,18.9534386815,0,rctrl
019,1,1.25,20.0003698009,1,
019,1,1.25,20.1534141732,0,lalt
019,1,1.25,21.2503296795,1,
019,1,1.25,21.2814075697,0,rctrl
019,1,1.25,22.5002472596,1,
019,1,1.25,22.5853966293,0,rctrl
019,1,1.25,23.7503567381,1,
019,1,1.25,23.8413834222,0,rctrl
019,1,1.25,25.0003865959,1,
019,1,1.25,25.1133739772,0,rctrl
019,1,1.25,26.2503461635,1,
019,1,1.25,26.3133600436,0,rctrl
019,1,1.25,27.4813314324,0,lalt
019,1,1.25,27.5004058790,1,
019,1,1.25,28.7504621733,1,
019,1,1.25,28.8253591329,0,lalt
019,1,1.25,30.0003374549,1,
019,1,1.25,30.1778505768,0,lalt
019,1,1.25,31.2503747772,1,
019,1,1.25,31.3293488768,0,rctrl
019,1,1.25,32.5004537758,1,
019,1,1.25,32.5453530121,0,lalt
019,1,1.25,33.7503663797,1,
019,1,1.25,33.8093130724,0,rctrl
019,1,1.25,35.0003685568,1,
019,1,1.25,35.1132769395,0,rctrl
019,1,1.25,36.2503688678,1,
019,1,1.25,36.3292477958,0,lalt
019,1,1.25,37.5002914242,1,
019,1,1.25,37.5612448075,0,rctrl
019,1,1.25,38.7503178608,1,
019,1,1.25,38.8172549268,0,lalt
019,1,1.25,40.0003508287,1,
019,1,1.25,40.0812311601,0,rctrl
019,1,1.25,41.2503691788,1,
019,1,1.25,41.4652194359,0,rctrl
019,1,1.25,42.5003937493,1,
019,1,1.25,42.7051918921,0,lalt
019,1,1.25,43.7503558050,1,
019,1,1.25,43.8411828154,0,rctrl
019,1,1.25,45.0003735331,1,
019,1,1.25,45.0651757689,0,rctrl
019,1,1.25,46.2503430533,1,
019,1,1.25,46.3531669758,0,rctrl
019,1,1.25,47.5003893950,1,
019,1,1.25,47.5291536194,0,rctrl
019,1,1.25,48.4331509522,0,rctrl
019,1,1.25,48.7503691788,1,
019,1,1.25,50.0004298274,1,
019,1,1.25,50.0412009166,0,rctrl
019,1,1.25,51.2503750882,1,
019,1,1.25,51.4331207834,0,lalt
019,1,1.25,52.5004173867,1,
019,1,1.25,52.6171133513,0,lalt
019,1,1.25,53.7505047828,1,
019,1,1.25,53.8410845336,0,lalt
019,1,1.25,55.0003470965,1,
019,1,1.25,55.1130837971,0,lalt
019,1,1.25,56.2503293685,1,
019,1,1.25,56.3370655540,0,lalt
019,1,1.25,57.5003209710,1,
019,1,1.25,57.6570577536,0,rctrl
019,1,1.25,58.7503576711,1,
019,1,1.25,58.7850477289,0,lalt
019,1,1.25,60.0003893950,1,
019,1,1.25,60.0490385800,0,rctrl
019,1,1.25,61.2503800645,1,
019,1,1.25,61.3530245294,0,rctrl
019,1,1.25,62.5003275024,1,
019,1,1.25,62.5530037534,0,lalt
019,1,1.25,63.7503368329,1,
019,1,1.25,63.8409971374,0,rctrl
019,1,1.25,65.0003635805,1,
019,1,1.25,65.0329903423,0,lalt
019,1,1.25,66.2503900171,1,
019,1,1.25,66.3529952937,0,lalt
019,1,1.25,67.5003029319,1,
019,1,1.25,67.5770177940,0,lalt
019,1,1.25,68.7503514508,1,
019,1,1.25,68.8410195307,0,rctrl
019,1,1.25,70.0004889209,1,
019,1,1.25,70.2329586806,0,rctrl
019,1,1.25,71.2409229284,0,lalt
019,1,1.25,71.2504571970,1,
019,1,1.25,72.5003047980,1,
019,1,1.25,72.5849266805,0,lalt
019,1,1.25,73.7504472444,1,
019,1,1.25,73.8250403391,0,rctrl
019,1,1.25,75.0003452304,1,
019,1,1.25,75.0328905054,0,lalt
019,1,1.25,76.2503259473,1,
019,1,1.25,76.2968776242,0,lalt
019,1,1.25,77.4568720134,0,rctrl
019,1,1.25,77.5003645135,1,
019,1,1.25,78.7504242291,1,
019,1,1.25,78.8168792166,0,lalt
019,1,1.25,79.9688533747,0,rctrl
019,1,1.25,80.0003517618,1,
019,1,1.25,81.2504864328,1,
019,1,1.25,81.2808769723,0,lalt
019,1,1.25,82.5003492736,1,
019,1,1.25,82.7048217802,0,lalt
019,1,1.25,83.7504267172,1,
019,1,1.25,83.8088160650,0,lalt
019,1,1.25,85.0003601593,1,
019,1,1.25,85.0808426981,0,rctrl
019,1,1.25,86.2503411872,1,
019,1,1.25,86.4088106533,0,lalt
019,1,1.25,87.5004391580,1,
019,1,1.25,87.6407774962,0,rctrl
019,1,1.25,88.7504005917,1,
019,1,1.25,88.8327881181,0,lalt
019,1,1.25,90.0003530059,1,
019,1,1.25,90.0967587530,0,lalt
019,1,1.25,91.2503567381,1,
019,1,1.25,91.4087369419,0,rctrl
019,1,1.25,92.5003573601,1,
019,1,1.25,92.5687303981,0,rctrl
019,1,1.25,93.7503203489,1,
019,1,1.25,93.7767164794,0,rctrl
019,1,1.25,95.0003511398,1,
019,1,1.25,95.0887015107,0,lalt
019,1,1.25,96.2504711929,1,
019,1,1.25,96.2966984776,0,rctrl
019,1,1.25,97.5003219040,1,
019,1,1.25,97.5846741336,0,lalt
019,1,1.25,98.7503355888,1,
019,1,1.25,98.8566677988,0,lalt
019,1,1.25,100.0003327897,1,
019,1,1.25,100.2086613022,0,rctrl
019,1,1.25,101.2503421202,1,
019,1,1.25,101.2966540020,0,lalt
019,1,1.25,102.5002304646,1,
019,1,1.25,102.5286746511,0,rctrl
019,1,1.25,103.7503934383,1,
019,1,1.25,103.8086957009,0,rctrl
019,1,1.25,105.0003477186,1,
019,1,1.25,105.0166090039,0,lalt
019,1,1.25,106.2503753992,1,
019,1,1.25,106.3046036319,0,rctrl
019,1,1.25,107.5002320197,1,
019,1,1.25,107.6565859387,0,rctrl
019,1,1.25,108.7504304494,1,
019,1,1.25,108.7845737369,0,lalt
019,1,1.25,110.0003446084,1,
019,1,1.25,110.0325580267,0,lalt
019,1,1.25,111.2503753992,1,
019,1,1.25,111.2565512913,0,rctrl
019,1,1.25,112.5004111663,1,
019,1,1.25,112.6325513709,0,lalt
019,1,1.25,113.7503166167,1,
019,1,1.25,113.8645185249,0,lalt
019,1,1.25,114.9605040862,0,rctrl
019,1,1.25,115.0003467855,1,
019,1,1.25,116.2504186307,1,
019,1,1.25,116.3364998115,0,lalt
019,1,1.25,117.5004540868,1,
019,1,1.25,117.5044995030,0,rctrl
019,1,1.25,118.7504590631,1,
019,1,1.25,118.7844972263,0,rctrl
019,1,1.25,120.0003374549,1,
019,1,1.25,120.0324917798,0,rctrl
019,1,1.25,121.2504009027,1,
019,1,1.25,121.3125342898,0,rctrl
019,1,1.25,122.5002917352,1,
019,1,1.25,122.5444563461,0,lalt
019,1,1.25,123.7504027688,1,
019,1,1.25,123.8404419696,0,rctrl
019,1,1.25,125.0003405651,1,
019,1,1.25,125.0244308053,0,rctrl
019,1,1.25,126.2503427423,1,
019,1,1.25,126.3364089942,0,lalt
019,1,1.25,127.5004450673,1,
019,1,1.25,127.5044015322,0,rctrl
019,1,1.25,128.6723785193,0,lalt
019,1,1.25,128.7504643505,1,
019,1,1.25,129.9763943265,0,rctrl
019,1,1.25,130.0003505177,1,
019,1,1.25,131.2503306125,1,
019,1,1.25,131.3763605499,0,lalt
019,1,1.25,132.5003187938,1,
019,1,1.25,132.6003609679,0,rctrl
019,1,1.25,133.7503834857,1,
019,1,1.25,133.9123416450,0,rctrl
019,1,1.25,135.0004845666,1,
019,1,1.25,135.0323350265,0,lalt
019,1,1.25,136.2483046388,0,rctrl
019,1,1.25,136.2505063379,1,
019,1,1.25,137.5003949934,1,
019,1,1.25,137.5843220608,0,lalt
019,1,1.25,138.7503694898,1,
019,1,1.25,138.8403663921,0,rctrl
019,1,1.25,140.0004211189,1,
019,1,1.25,140.0322802873,0,lalt
019,1,1.25,141.1922765426,0,rctrl
019,1,1.25,141.2503433643,1,
019,1,1.25,142.5004335596,1,
019,1,1.25,142.5282510441,0,lalt
019,1,1.25,143.7503303015,1,
019,1,1.25,143.7842459235,0,lalt
019,1,1.25,144.9522253988,0,rctrl
019,1,1.25,145.0003278134,1,
019,1,1.25,146.2503225261,1,
019,1,1.25,146.2962114228,0,lalt
019,1,1.25,147.5002923573,1,
019,1,1.25,147.5602081833,0,rctrl
019,1,1.25,148.7503184828,1,
019,1,1.25,148.7761967676,0,rctrl
019,1,1.25,150.0003517618,1,
019,1,1.25,150.0641913957,0,lalt
019,1,1.25,151.2503396321,1,
019,1,1.25,151.3361906592,0,rctrl
019,1,1.25,152.5003884620,1,
019,1,1.25,152.5681519039,0,lalt
019,1,1.25,153.7503352778,1,
019,1,1.25,153.8401521004,0,rctrl
019,1,1.25,155.0003561161,1,
019,1,1.25,155.0561571688,0,lalt
019,1,1.25,156.2481553500,0,lalt
019,1,1.25,156.2503673127,1,
019,1,1.25,157.5003374549,1,
019,1,1.25,157.5601207871,0,rctrl
019,1,1.25,158.7504587521,1,
019,1,1.25,158.7761059503,0,rctrl
019,1,1.25,160.0003561161,1,
019,1,1.25,160.1120975578,0,rctrl
019,1,1.25,161.2504052570,1,
019,1,1.25,161.3760772122,0,lalt
019,1,1.25,162.5002904912,1,
