# {'date': u'2016_Apr_27_1445', 'frameRate': None, 'expName': 'RNGT', u'participant': u'002'}
subj,time,stimulus,response
002,0.0012804472,1,
002,0.6718802046,0,q
002,1.0003287424,1,
002,1.2477912520,0,q
002,2.0003191010,1,
002,2.1597781595,0,n
002,3.0003082155,1,
002,3.1597445699,0,9
002,4.0003097706,1,
002,4.0957306091,0,0
002,5.0003585998,1,
002,5.1997205223,0,minus
002,6.0003215891,1,
002,6.1516939566,0,bracketright
002,7.0003219001,1,
002,7.1197104578,0,4
002,8.0003822370,1,
002,8.0476567692,0,3
002,9.0003315416,1,
002,9.0956201989,0,9
002,10.0003604659,1,
002,10.1596008812,0,0
002,11.0003296755,1,
002,11.2155878658,0,minus
002,12.0003330967,1,
002,12.1515732830,0,n
002,13.0006630832,1,
002,13.1275327864,0,b
002,14.0003592219,1,
002,14.0875260436,0,3
002,15.0003753946,1,
002,15.1515042377,0,q
002,16.0003290535,1,
002,16.1514725142,0,4
002,17.0003200340,1,
002,17.1514905531,0,4
002,18.0003321636,1,
002,18.1674648857,0,n
002,19.0003324746,1,
002,19.1274354388,0,minus
002,20.0003113256,1,
002,20.1113870847,0,0
002,21.0003175459,1,
002,21.1513742336,0,bracketright
002,22.0003069714,1,
002,22.0953331324,0,q
002,23.0003131917,1,
002,23.1753189377,0,3
002,24.0003287424,1,
002,24.1193316420,0,n
002,25.0003458483,1,
002,25.1032845320,0,4
002,26.0003150578,1,
002,26.1912637239,0,minus
002,27.0003091485,1,
002,27.1432352922,0,0
002,28.0003352738,1,
002,28.2632172658,0,n
002,29.0003411830,1,
002,29.1351964975,0,b
002,30.0003135027,1,
002,30.1591626616,0,q
002,31.0003169239,1,
002,31.0551509774,0,minus
002,32.0003237662,1,
002,32.1671243247,0,3
002,33.0003318526,1,
002,33.1191223292,0,5
002,34.0002833343,1,
002,34.1350947957,0,b
002,35.0003427381,1,
002,35.1270827482,0,n
002,36.0003156798,1,
002,36.1430449513,0,9
002,37.0003641981,1,
002,37.1350217073,0,0
002,38.0003436711,1,
002,38.1430001651,0,3
002,39.0003365178,1,
002,39.1349728780,0,q
002,40.0003831700,1,
002,40.0549721440,0,5
002,41.0003763277,1,
002,41.1429304979,0,b
002,42.0003439822,1,
002,42.1509133100,0,minus
002,43.0003498914,1,
002,43.2308938280,0,n
002,44.0003539346,1,
002,44.1508629256,0,9
002,45.0003287424,1,
002,45.1348581136,0,bracketright
002,46.0003399390,1,
002,46.0788163903,0,3
002,47.0002839563,1,
002,47.1108079755,0,4
002,48.0003302975,1,
002,48.1107787402,0,q
002,49.0003318526,1,
002,49.1027685588,0,minus
002,50.0003172349,1,
002,50.1187351160,0,4
002,51.0003442932,1,
002,51.1667144074,0,9
002,52.0003153688,1,
002,52.1507036861,0,5
002,53.0003424271,1,
002,53.1267188611,0,minus
002,54.0002988850,1,
002,54.1426524508,0,bracketright
002,55.0003200340,1,
002,55.1266504379,0,q
002,56.0003125697,1,
002,56.0706068486,0,3
002,57.0003150578,1,
002,57.1665918677,0,n
002,58.0002205094,1,
002,58.0865805592,0,4
002,59.0003243882,1,
002,59.1505435136,0,0
002,60.0003169239,1,
002,60.1585309909,0,minus
002,61.0003203451,1,
002,61.1664994963,0,bracketright
002,62.0003386949,1,
002,62.1104767450,0,q
002,63.0003212781,1,
002,63.1584588355,0,4
002,64.0003343407,1,
002,64.1824290428,0,3
002,65.0003368288,1,
002,65.1824069608,0,9
002,66.0003082155,1,
002,66.1343962569,0,3
002,67.0003215891,1,
002,67.1423663174,0,9
002,68.0003769497,1,
002,68.1423504556,0,b
002,69.0003579778,1,
002,69.1823304512,0,n
002,70.0006857872,1,
002,70.0943341535,0,5
002,71.0003729065,1,
002,71.1103377214,0,minus
002,72.0003446042,1,
002,72.0943002529,0,bracketright
002,73.0003651312,1,
002,73.1582448575,0,q
002,74.0003097706,1,
002,74.1182266071,0,minus
002,75.0003449152,1,
002,75.1021931818,0,3
002,76.0003340297,1,
002,76.1581761232,0,0
002,77.0003446042,1,
002,77.1741610303,0,9
002,78.0003128807,1,
002,78.1661284559,0,5
002,79.0003271874,1,
002,79.1581055229,0,q
002,80.0003321636,1,
002,80.2220824730,0,3
002,81.0003271874,1,
002,81.1660659419,0,b
002,82.0003110146,1,
002,82.1660407498,0,n
002,83.0003135027,1,
002,83.1580190608,0,b
002,84.0003259433,1,
002,84.1020037739,0,q
002,85.0003175459,1,
002,85.1579820501,0,n
002,86.0003377619,1,
002,86.1499625383,0,4
002,87.0003125697,1,
