# {'date': u'2016_Apr_29_1136', 'frameRate': None, 'expName': 'pilot1', u'participant': u'003'}
subj,sessionix,ISI,time,stimulus,response
003,1,0.75,0.0016275445,1,
003,1,0.75,0.4707544274,0,rctrl
003,1,0.75,0.7503294433,1,
003,1,0.75,1.2146999648,0,lalt
003,1,0.75,1.5003074389,1,
003,1,0.75,2.1426927045,0,rctrl
003,1,0.75,2.2503355081,1,
003,1,0.75,2.9746733792,0,lalt
003,1,0.75,3.0003107046,1,
003,1,0.75,3.7503425059,1,
003,1,0.75,3.8306526382,0,rctrl
003,1,0.75,4.5003410286,1,
003,1,0.75,4.5586514738,0,rctrl
003,1,0.75,5.2503463936,1,
003,1,0.75,5.3906293494,0,lalt
003,1,0.75,6.0003219011,1,
003,1,0.75,6.0866215715,0,rctrl
003,1,0.75,6.7503294433,1,
003,1,0.75,6.8146113876,0,rctrl
003,1,0.75,7.5003438277,1,
003,1,0.75,7.5025974466,0,lalt
003,1,0.75,8.2503678537,1,
003,1,0.75,8.2545774496,0,lalt
003,1,0.75,8.9905600551,0,rctrl
003,1,0.75,9.0003421171,1,
003,1,0.75,9.7503359746,1,
003,1,0.75,9.8065399112,0,lalt
003,1,0.75,10.5002617196,1,
003,1,0.75,10.6145303991,0,lalt
003,1,0.75,11.2503619444,1,
003,1,0.75,11.4225261743,0,lalt
003,1,0.75,12.0003477154,1,
003,1,0.75,12.1025038931,0,lalt
003,1,0.75,12.7503720524,1,
003,1,0.75,12.8544926045,0,rctrl
003,1,0.75,13.5003397845,1,
003,1,0.75,13.5747247590,0,lalt
003,1,0.75,14.2503858926,1,
003,1,0.75,14.3024729160,0,rctrl
003,1,0.75,15.0003492705,1,
003,1,0.75,15.0704506274,0,rctrl
003,1,0.75,15.7502575987,1,
003,1,0.75,15.9744752623,0,lalt
003,1,0.75,16.5003161473,1,
003,1,0.75,16.6384580718,0,rctrl
003,1,0.75,17.2503193352,1,
003,1,0.75,17.4464423394,0,rctrl
003,1,0.75,18.0003380739,1,
003,1,0.75,18.1744719655,0,rctrl
003,1,0.75,18.7503701863,1,
003,1,0.75,18.8303879639,0,rctrl
003,1,0.75,19.5003236117,1,
003,1,0.75,19.6143689820,0,rctrl
003,1,0.75,20.1983442775,0,lalt
003,1,0.75,20.2503364411,1,
003,1,0.75,21.0003253223,1,
003,1,0.75,21.0383360915,0,rctrl
003,1,0.75,21.7503042510,1,
003,1,0.75,21.8543212349,0,lalt
003,1,0.75,22.5003774174,1,
003,1,0.75,22.6303194161,0,rctrl
003,1,0.75,23.2503128039,1,
003,1,0.75,23.3023142980,0,lalt
003,1,0.75,24.0003281214,1,
003,1,0.75,24.2702806262,0,lalt
003,1,0.75,24.7503285102,1,
003,1,0.75,24.8542696063,0,rctrl
003,1,0.75,25.5002268859,1,
003,1,0.75,25.5748326814,0,rctrl
003,1,0.75,26.2142337525,0,lalt
003,1,0.75,26.2503426614,1,
003,1,0.75,27.0003212791,1,
003,1,0.75,27.0782344143,0,rctrl
003,1,0.75,27.7503194908,1,
003,1,0.75,27.8862115285,0,lalt
003,1,0.75,28.5007456599,1,
003,1,0.75,28.6142231157,0,rctrl
003,1,0.75,29.2503274217,1,
003,1,0.75,29.3501830171,0,lalt
003,1,0.75,30.0003449163,1,
003,1,0.75,30.1261728009,0,lalt
003,1,0.75,30.7503555686,1,
003,1,0.75,30.8621631818,0,rctrl
003,1,0.75,31.5003326312,1,
003,1,0.75,31.6621602582,0,rctrl
003,1,0.75,32.2221263949,0,lalt
003,1,0.75,32.2503193352,1,
003,1,0.75,33.0003492705,1,
003,1,0.75,33.0861183483,0,rctrl
003,1,0.75,33.7503676982,1,
003,1,0.75,33.7821394948,0,rctrl
003,1,0.75,34.5003372964,1,
003,1,0.75,34.5581109287,0,lalt
003,1,0.75,35.2503834045,1,
003,1,0.75,35.3500794489,0,lalt
003,1,0.75,36.0003834822,1,
003,1,0.75,36.0620675134,0,rctrl
003,1,0.75,36.7503393958,1,
003,1,0.75,36.8220483922,0,rctrl
003,1,0.75,37.5003192575,1,
003,1,0.75,37.5820460658,0,rctrl
003,1,0.75,38.2503840265,1,
003,1,0.75,38.3980181465,0,rctrl
003,1,0.75,39.0003673094,1,
003,1,0.75,39.0940131678,0,rctrl
003,1,0.75,39.4779942481,0,lalt
003,1,0.75,39.7503844930,1,
003,1,0.75,40.5003811496,1,
003,1,0.75,40.5259795980,0,lalt
003,1,0.75,41.2139606808,0,rctrl
003,1,0.75,41.2503442165,1,
003,1,0.75,42.0003707306,1,
003,1,0.75,42.0459516190,0,lalt
003,1,0.75,42.6939342320,0,lalt
003,1,0.75,42.7503145145,1,
003,1,0.75,43.4459391162,0,rctrl
003,1,0.75,43.5003292100,1,
003,1,0.75,44.2503342640,1,
003,1,0.75,44.2699164270,0,rctrl
003,1,0.75,45.0003492705,1,
003,1,0.75,45.1018943026,0,lalt
003,1,0.75,45.7503611668,1,
003,1,0.75,45.8378821954,0,rctrl
003,1,0.75,46.5003267219,1,
003,1,0.75,46.5658620590,0,rctrl
003,1,0.75,47.2503112488,1,
003,1,0.75,47.3418549529,0,lalt
003,1,0.75,48.0003386960,1,
003,1,0.75,48.1818508102,0,lalt
003,1,0.75,48.7503151365,1,
003,1,0.75,48.7578274069,0,rctrl
003,1,0.75,49.5003413396,1,
003,1,0.75,49.5178306788,0,rctrl
003,1,0.75,50.1498015876,0,lalt
