# {'date': u'2016_May_13_1424', 'frameRate': None, 'expName': 'pilot1', u'participant': u'018'}
subj,sessionix,ISI,time,stimulus,response
018,1,1.25,0.0015071815,1,
018,1,1.25,0.3500430601,0,rctrl
018,1,1.25,1.0139985003,0,lalt
018,1,1.25,1.2503323979,1,
018,1,1.25,2.5003211236,1,
018,1,1.25,2.6219817104,0,rctrl
018,1,1.25,3.7503390847,1,
018,1,1.25,3.8699849126,0,lalt
018,1,1.25,5.0003156808,1,
018,1,1.25,5.0299750597,0,rctrl
018,1,1.25,6.2503330199,1,
018,1,1.25,6.2939153223,0,rctrl
018,1,1.25,7.4778866367,0,rctrl
018,1,1.25,7.5003559573,1,
018,1,1.25,8.7338751639,0,rctrl
018,1,1.25,8.7503636550,1,
018,1,1.25,10.0003324757,1,
018,1,1.25,10.1098438608,0,rctrl
018,1,1.25,11.2378084225,0,lalt
018,1,1.25,11.2503442165,1,
018,1,1.25,12.5003696420,1,
018,1,1.25,12.5818031626,0,lalt
018,1,1.25,13.7503502813,1,
018,1,1.25,13.7658006023,0,rctrl
018,1,1.25,15.0004018321,1,
018,1,1.25,15.0937441393,0,rctrl
018,1,1.25,16.2503557241,1,
018,1,1.25,16.2537265109,0,rctrl
018,1,1.25,17.4216907864,0,lalt
018,1,1.25,17.5003335642,1,
018,1,1.25,18.6616750739,0,rctrl
018,1,1.25,18.7503250890,1,
018,1,1.25,20.0003066614,1,
018,1,1.25,20.0136613594,0,rctrl
018,1,1.25,21.2503722079,1,
018,1,1.25,21.3016767161,0,rctrl
018,1,1.25,22.5003456938,1,
018,1,1.25,22.6136514691,0,rctrl
018,1,1.25,23.6375775867,0,lalt
018,1,1.25,23.7503322424,1,
018,1,1.25,24.9415539520,0,lalt
018,1,1.25,25.0003135037,1,
018,1,1.25,26.2503264886,1,
018,1,1.25,26.2695344999,0,lalt
018,1,1.25,27.5003323201,1,
018,1,1.25,27.5815126740,0,lalt
018,1,1.25,28.7503098493,1,
018,1,1.25,28.7655203773,0,rctrl
018,1,1.25,30.0003365189,1,
018,1,1.25,30.0774764693,0,lalt
018,1,1.25,31.2503485707,1,
018,1,1.25,31.3654429966,0,rctrl
018,1,1.25,32.5003733742,1,
018,1,1.25,32.5334296652,0,lalt
018,1,1.25,33.7503645880,1,
018,1,1.25,33.7974038285,0,rctrl
018,1,1.25,35.0003800610,1,
018,1,1.25,35.0933783850,0,lalt
018,1,1.25,36.2213504110,0,lalt
018,1,1.25,36.2503638105,1,
018,1,1.25,37.3893349025,0,lalt
018,1,1.25,37.5003292100,1,
018,1,1.25,38.7503642770,1,
