# {'date': u'2016_Apr_29_1126', 'frameRate': None, 'expName': 'RNGT', u'participant': u'003'}
subj,time,stimulus,response
003,0.0014819892,1,
003,0.3616881055,0,b
003,1.0003495815,1,
003,1.0736463125,0,9
003,1.9296227723,0,0
003,2.0003197240,1,
003,2.9696103566,0,3
003,3.0003386960,1,
003,3.9536064278,0,bracketright
003,4.0003119486,1,
003,4.9615799343,0,q
003,5.0003346528,1,
003,5.9615531869,0,5
003,6.0003231452,1,
003,6.9935402064,0,4
003,7.0003047953,1,
003,7.9215285918,0,b
003,8.0003514476,1,
003,8.8975421372,0,n
003,9.0003296765,1,
003,9.9454998067,0,0
003,10.0003946788,1,
003,10.9534810885,0,minus
003,11.0003237672,1,
003,12.0003648213,1,
003,12.0654485638,0,bracketright
003,12.9294308757,0,9
003,13.0003530027,1,
003,13.9294044394,0,0
003,14.0003495815,1,
003,14.9294231003,0,4
003,15.0003853483,1,
003,15.9854077710,0,3
003,16.0002963978,1,
003,17.0003153698,1,
003,17.0333508228,0,b
003,17.9613376531,0,q
003,18.0003175469,1,
003,18.7533273224,0,0
003,19.0003274994,1,
003,20.0003455383,1,
003,20.0253129361,0,3
003,21.0003181689,1,
003,21.1532834070,0,minus
003,22.0003362078,1,
003,22.1052576251,0,3
003,23.0003141257,1,
003,23.0652408054,0,9
003,24.0003530027,1,
003,24.0892331693,0,b
003,25.0003225232,1,
003,25.0332130429,0,bracketright
003,26.0003271884,1,
003,26.0491933344,0,q
003,27.0003172359,1,
003,27.1291787665,0,b
003,28.0003169249,1,
003,28.0491507253,0,3
003,29.0003163028,1,
003,29.0411370978,0,minus
003,30.0003523807,1,
003,30.1211262621,0,9
003,31.0003234562,1,
003,31.1290982134,0,3
003,32.0003144368,1,
003,32.0572047848,0,5
003,33.0003150588,1,
003,33.4091061630,0,bracketright
003,34.0003349638,1,
003,34.1770711227,0,q
003,35.0003785060,1,
003,35.0730245923,0,n
003,36.0003520696,1,
003,36.0330068395,0,0
003,37.0002963978,1,
003,37.0169898481,0,9
003,38.0003312316,1,
003,38.1129655242,0,q
003,39.0003511366,1,
003,39.1849432381,0,4
003,40.0003710416,1,
003,40.0729275555,0,3
003,41.0003676204,1,
003,41.0809200339,0,bracketright
003,42.0003654433,1,
003,42.0569090090,0,b
003,43.0003250113,1,
003,43.0169323103,0,9
003,44.0003315426,1,
003,44.2328530112,0,0
003,45.0003225232,1,
003,45.1048433523,0,minus
003,45.9688241092,0,0
003,46.0003091495,1,
003,47.0003253223,1,
003,47.0488353555,0,minus
003,48.0003116376,1,
003,48.1207894322,0,3
003,49.0003166139,1,
003,49.1367905618,0,q
003,50.0003312316,1,
003,50.0007694525,0,5
003,51.0003253223,1,
003,51.0647571761,0,9
003,52.0003271884,1,
003,52.0567273759,0,0
003,53.0003287435,1,
003,53.0406833261,0,n
003,54.0003144368,1,
003,54.1526722614,0,b
003,55.0003200350,1,
003,55.1846595919,0,minus
003,56.0003271884,1,
003,56.2886557378,0,bracketright
003,57.0003334087,1,
003,57.1206189956,0,q
003,58.0003212791,1,
003,58.1125997699,0,minus
003,59.0003446053,1,
003,59.0325760830,0,bracketright
003,60.0003760178,1,
003,60.1045737018,0,0
003,61.0003461603,1,
003,61.1845339416,0,9
003,62.0003641992,1,
003,62.0005809771,0,5
003,62.9045045320,0,q
003,63.0003623332,1,
003,63.8404832187,0,n
003,64.0003632662,1,
003,64.9284745028,0,0
003,65.0003663764,1,
003,66.0003284325,1,
003,66.1124511045,0,q
003,67.0004232922,1,
003,67.0484465860,0,bracketright
003,67.9924351680,0,q
003,68.0003623332,1,
003,69.0003097715,1,
003,69.0484185946,0,3
003,70.0007231112,1,
003,70.0484353895,0,minus
003,71.0003390070,1,
003,71.0323652144,0,4
003,72.0003436722,1,
003,72.0005763119,0,3
003,73.0003144368,1,
003,73.0563174573,0,9
003,74.0003411841,1,
003,74.1442987889,0,5
003,75.0003219011,1,
003,75.0242940491,0,minus
003,75.9922569561,0,3
003,76.0003243893,1,
003,77.0003212791,1,
003,77.0882516041,0,bracketright
003,78.0003306096,1,
003,78.0962266657,0,q
003,79.0003215901,1,
003,79.0482086591,0,n
003,79.9682042551,0,q
003,80.0003480264,1,
003,81.0003122596,1,
003,81.0481853329,0,minus
003,81.9521477647,0,q
003,82.0003337197,1,
003,82.9761335974,0,4
003,83.0003212791,1,
003,83.9361217539,0,n
003,84.0003228342,1,
003,84.9921123339,0,5
003,85.0003302985,1,
003,86.0003436722,1,
003,86.0641096417,0,q
003,87.0003442942,1,
003,87.0801029959,0,9
003,88.0003492705,1,
003,88.0800414148,0,3
003,88.9440190615,0,minus
003,89.0002771149,1,
003,90.0003517586,1,
003,90.0960668037,0,3
003,90.7439869025,0,bracketright
003,91.0003785060,1,
003,92.0003586010,1,
003,92.0479635788,0,q
003,93.0003803721,1,
003,93.1039554029,0,n
003,94.0003853483,1,
003,94.1599332312,0,0
003,95.0003925017,1,
003,95.1439265033,0,b
003,96.0003131927,1,
003,96.1518972106,0,4
003,97.0003169249,1,
003,97.0878699880,0,q
003,98.0003153698,1,
003,98.0559016295,0,bracketright
003,99.0003222121,1,
003,99.1198427008,0,minus
003,99.9758120073,0,n
003,100.0003362078,1,
003,100.9278014651,0,b
003,101.0003206571,1,
003,101.9437842448,0,5
003,102.0002960868,1,
003,102.9037979046,0,bracketright
003,103.0003019961,1,
003,103.8557848743,0,3
003,104.0003116376,1,
003,104.7277487790,0,n
003,105.0003150588,1,
003,106.0003091495,1,
003,106.0397092253,0,q
003,107.0003156808,1,
003,107.1276890018,0,0
003,108.0003122596,1,
003,108.1276746951,0,3
003,109.0003178579,1,
003,109.1116474402,0,5
003,110.0003682424,1,
003,110.2236416628,0,q
003,111.0003259443,1,
003,111.1196237458,0,b
003,112.0003315426,1,
003,112.0715988969,0,n
003,113.0003800610,1,
003,113.0395957046,0,0
003,114.0003828602,1,
003,114.3275874241,0,minus
003,115.0003548688,1,
003,115.2475444542,0,bracketright
003,116.0003430502,1,
003,116.0955470966,0,4
003,117.0003421171,1,
003,117.0315323147,0,bracketright
003,118.0003371409,1,
003,118.0474839928,0,b
003,119.0003844153,1,
003,119.0394703653,0,q
003,119.9834682778,0,0
003,120.0003716636,1,
003,121.0003710416,1,
003,121.0394977347,0,q
003,122.0003576679,1,
003,122.1434472283,0,minus
003,122.9834032756,0,b
003,123.0003206571,1,
003,124.0003181689,1,
003,124.0073828879,0,minus
003,125.0003349638,1,
003,125.0073552075,0,3
003,125.9673414979,0,0
003,126.0003296765,1,
003,127.0003041732,1,
003,127.0313236232,0,5
003,128.0003141257,1,
003,128.0233015983,0,3
003,129.0003321646,1,
003,129.0952805563,0,b
003,130.0003414951,1,
003,130.1512869980,0,bracketright
003,131.0003480264,1,
003,131.0632471955,0,9
003,132.0003222121,1,
003,132.1192250238,0,3
003,133.0003181689,1,
003,133.0552572052,0,n
003,134.0003396290,1,
003,134.0632139168,0,q
003,135.0003492705,1,
003,135.0471854178,0,0
003,136.0003259443,1,
003,136.0951769881,0,5
003,137.0003253223,1,
003,137.0631625993,0,3
003,138.0003439832,1,
003,138.1191335852,0,bracketright
003,139.0003520696,1,
003,139.0871478098,0,3
003,139.9671088583,0,0
003,140.0003554908,1,
003,140.8710647587,0,n
003,141.0003825492,1,
003,142.0003399400,1,
003,142.0470454608,0,5
003,143.0003495815,1,
003,143.2310211295,0,4
003,144.0003685535,1,
003,144.1590291089,0,3
003,145.0003834822,1,
003,145.1349922697,0,bracketright
003,146.0003688645,1,
003,146.2229742233,0,q
003,147.0003946788,1,
003,147.0389593667,0,bracketright
003,148.0003187910,1,
003,148.0149368343,0,4
003,149.0003172359,1,
003,149.0629144088,0,3
003,149.9509043245,0,n
003,150.0003411841,1,
003,151.0003178579,1,
003,151.1028811550,0,5
003,152.0003396290,1,
003,152.0788545794,0,3
003,153.0003191020,1,
003,153.0228534249,0,n
003,154.0003330977,1,
003,154.0148267348,0,0
003,155.0003694865,1,
003,155.0388181657,0,q
003,156.0003203460,1,
003,156.0948482446,0,bracketright
003,157.0003206571,1,
003,157.1188110621,0,0
003,158.0003156808,1,
003,158.0628263914,0,4
003,159.0003187910,1,
003,159.0067403297,0,5
003,159.9907202281,0,b
003,160.0003380739,1,
003,160.9987046201,0,minus
003,161.0003209681,1,
003,162.0003940567,1,
003,162.1666748049,0,b
003,163.0003240782,1,
003,163.0226562410,0,bracketright
003,164.0003439832,1,
003,164.0146376373,0,n
003,165.0003427392,1,
003,165.0546410834,0,q
003,166.0003760178,1,
003,166.0146146221,0,minus
003,166.9745788305,0,3
003,167.0003502035,1,
003,167.9665639590,0,n
003,168.0003582899,1,
003,169.0003256333,1,
003,169.0705445541,0,q
003,170.0003592230,1,
003,170.1265404213,0,4
003,171.0003598450,1,
003,171.0465074039,0,5
003,171.9824882677,0,q
003,172.0003449163,1,
003,173.0003884585,1,
003,173.1264807063,0,b
003,174.0003309206,1,
003,174.0544865086,0,n
003,175.0003256333,1,
003,176.0003163028,1,
003,176.0625290605,0,bracketright
003,177.0003150588,1,
003,177.3184031340,0,minus
003,178.0003293655,1,
003,178.2783996880,0,9
003,179.0003212791,1,
003,179.1103663670,0,0
003,180.0003408731,1,
003,180.0463655808,0,minus
003,181.0003414951,1,
003,181.0223243874,0,n
003,182.0003100825,1,
003,182.0463015116,0,5
003,183.0003200350,1,
003,183.1022871153,0,3
003,184.0003287435,1,
003,184.0543191822,0,q
003,185.0003141257,1,
003,185.1182487459,0,b
003,186.0003128817,1,
003,186.0542345860,0,n
003,187.0003315426,1,
003,187.0542243225,0,9
003,187.9741934822,0,n
003,188.0003318536,1,
003,189.0002960868,1,
003,189.0781824747,0,minus
003,190.0003247003,1,
003,190.2061625871,0,3
003,191.0003358968,1,
003,191.0541363051,0,n
003,192.0003489595,1,
003,192.0701383677,0,q
003,193.0003383850,1,
003,193.1341456853,0,5
003,193.9980987618,0,bracketright
003,194.0003337197,1,
003,194.9980701483,0,n
003,195.0003047953,1,
003,195.9980446450,0,5
003,196.0003470934,1,
003,196.9740273999,0,9
003,197.0003682424,1,
003,198.0003318536,1,
003,198.0540069226,0,3
003,198.9899927627,0,minus
003,199.0003722857,1,
003,200.0003769509,1,
003,200.0619807400,0,b
003,201.0004015211,1,
003,201.1019614820,0,q
003,202.0003296765,1,
003,202.3499304725,0,4
003,203.0003265664,1,
003,203.1499138642,0,3
003,204.0003595340,1,
003,204.1579178502,0,bracketright
003,205.0003483375,1,
003,205.1418989927,0,0
003,206.0003187910,1,
003,206.0938598371,0,5
003,207.0003256333,1,
003,207.1338517756,0,4
003,208.0003147478,1,
003,208.0858328360,0,0
003,209.0003100825,1,
003,209.0858169742,0,b
003,210.0003430502,1,
003,210.0218208532,0,minus
003,211.0003296765,1,
003,211.1498317561,0,3
003,212.0003178579,1,
003,212.1257538629,0,bracketright
003,212.9657307482,0,q
003,213.0003362078,1,
003,214.0003259443,1,
003,214.1097169665,0,9
003,215.0003545578,1,
003,215.0537074146,0,5
003,216.0003119486,1,
003,216.0216784080,0,minus
003,216.9176520936,0,n
003,217.0004431972,1,
003,218.0003377629,1,
003,218.0376456369,0,bracketright
003,219.0003523807,1,
003,219.0696335894,0,minus
003,220.0003598450,1,
003,220.0136112859,0,bracketright
003,221.0003418061,1,
003,221.0295894003,0,q
003,222.0003268774,1,
003,222.1095714112,0,minus
003,223.0003635772,1,
003,223.0295461692,0,3
003,224.0003368299,1,
003,224.0455348582,0,b
003,225.0003601560,1,
003,225.3255101511,0,9
003,226.0003735297,1,
003,226.0454919380,0,b
003,227.0003200350,1,
003,227.0375119002,0,minus
003,228.0003135037,1,
003,228.0294976507,0,4
003,229.0003125707,1,
003,229.0135378862,0,bracketright
003,229.9814267715,0,q
003,230.0003287435,1,
003,231.0003265664,1,
003,231.0374086431,0,4
003,232.0003461603,1,
003,232.0053818136,0,9
003,232.9973716073,0,minus
003,233.0003035512,1,
003,234.0003209681,1,
003,234.1253647824,0,minus
003,235.0003135037,1,
003,235.1173296949,0,minus
003,236.0003181689,1,
003,236.1893108299,0,bracketright
003,237.0003219011,1,
003,237.0852876257,0,9
003,238.0003299875,1,
003,238.0852726969,0,b
003,239.0003340307,1,
003,239.0052514981,0,q
003,240.0003446053,1,
003,240.0692404657,0,3
003,241.0003433612,1,
003,241.0132215834,0,5
003,242.0003150588,1,
003,242.0371968415,0,4
003,243.0003274994,1,
003,243.0932051493,0,3
003,243.9491579720,0,bracketright
003,244.0004842513,1,
003,244.8531704773,0,n
003,245.0004239142,1,
003,245.8851680713,0,q
003,246.0003439832,1,
003,246.8371382461,0,9
003,247.0003380739,1,
003,247.8931064330,0,minus
003,248.0003141257,1,
003,249.0003340307,1,
003,249.1170768392,0,q
003,250.0003645103,1,
003,250.3810584669,0,3
003,251.0003822381,1,
003,251.1570211923,0,q
003,252.0003327867,1,
003,252.0930107646,0,3
003,253.0003601560,1,
003,253.1170021955,0,bracketright
003,253.8930289901,0,9
003,254.0003159918,1,
003,255.0003135037,1,
003,255.0609553217,0,5
003,255.9489390170,0,b
003,256.0003131927,1,
003,256.9489166239,0,4
003,257.0003159918,1,
003,258.0003153698,1,
003,258.0129015483,0,3
003,258.9968861120,0,9
003,259.0003191020,1,
003,259.9248785406,0,5
003,260.0003256333,1,
003,261.0003150588,1,
003,261.1248447643,0,b
003,261.9648253819,0,n
003,262.0003125707,1,
003,262.9968543884,0,bracketright
003,263.0003302985,1,
003,263.9808224683,0,minus
003,264.0004046313,1,
003,264.9807922998,0,4
003,265.0003200350,1,
003,266.0003082164,1,
003,266.0767642437,0,3
003,266.9247339184,0,0
003,267.0003355858,1,
003,268.0003119486,1,
003,268.0127687447,0,minus
003,268.8686923319,0,3
003,269.0003175469,1,
003,270.0003237672,1,
003,270.0206893785,0,b
003,271.0003505146,1,
003,271.0686728623,0,3
003,272.0003763289,1,
003,272.0606374638,0,4
003,272.9566273222,0,3
003,273.0003610891,1,
003,274.0003159918,1,
003,274.0446070987,0,q
003,275.0003461603,1,
003,275.3405987610,0,5
003,276.0003498925,1,
003,276.1085802045,0,minus
003,277.0003514476,1,
003,277.2365444552,0,9
003,278.0003595340,1,
003,278.1565316538,0,0
003,279.0003865924,1,
003,279.1885152520,0,5
003,280.0003315426,1,
003,280.0685490781,0,n
003,280.9885157497,0,b
003,281.0003240782,1,
003,282.0002967089,1,
003,282.1164964841,0,bracketright
003,283.0003187910,1,
003,283.1564414592,0,q
003,284.0003306096,1,
003,284.0204287474,0,minus
003,285.0003200350,1,
003,285.0924070833,0,3
003,285.9483900745,0,5
003,286.0003380739,1,
003,286.9563682462,0,q
003,287.0003296765,1,
003,288.0003131927,1,
003,288.0603466642,0,b
003,288.9643324222,0,n
003,289.0002954648,1,
003,290.0003274994,1,
003,290.0683232808,0,9
003,291.0003209681,1,
003,291.0443060356,0,bracketright
003,291.8762680494,0,4
003,292.0003296765,1,
003,292.8923083670,0,bracketright
003,293.0003131927,1,
003,293.8922449198,0,3
003,294.0003256333,1,
003,294.7723014500,0,minus
003,295.0003253223,1,
003,295.7722942966,0,3
003,296.0003001300,1,
003,296.8041883224,0,b
003,297.0003309206,1,
003,298.0003713526,1,
003,298.0841962720,0,9
003,299.0003492705,1,
003,299.0281764566,0,minus
003,299.9241504532,0,b
003,300.0003377629,1,
003,300.9081160449,0,q
003,301.0003558018,1,
003,301.9560926864,0,n
003,302.0004606141,1,
003,302.9160715124,0,9
003,303.0003831712,1,
003,303.9400501917,0,3
003,304.0003346528,1,
003,304.9000349270,0,9
003,305.0003741517,1,
003,306.0003480264,1,
003,306.0760395774,0,minus
003,307.0003343417,1,
003,307.1720413788,0,0
003,308.0003128817,1,
003,308.0439791582,0,3
003,308.8999540630,0,0
003,309.0003427392,1,
003,309.9399435134,0,3
