# {'date': u'2016_May_02_1434', 'frameRate': None, 'expName': 'RNGT', u'participant': u'005'}
subj,time,stimulus,response
005,0.0013274104,1,
005,0.4699004722,0,4
005,1.0003253213,1,
005,1.3418756607,0,minus
005,2.0003346517,1,
005,2.3498395009,0,3
005,3.0003368288,1,
005,3.3497990690,0,b
005,4.0003337187,1,
005,4.3497726328,0,n
005,5.0003166129,1,
005,5.3337659547,0,bracketright
005,6.0003418051,1,
005,6.3337398294,0,q
005,7.0003598439,1,
005,7.3737080064,0,3
005,8.0003377619,1,
005,8.4056986586,0,minus
005,9.0003358958,1,
005,9.3656664126,0,4
005,10.0003377619,1,
005,10.3176491774,0,5
005,11.0003489584,1,
005,11.3256531385,0,bracketright
005,12.0003834810,1,
005,12.3736159461,0,n
005,13.0003551787,1,
005,13.3815782312,0,3
005,14.0003536236,1,
005,14.4055957127,0,q
005,15.0003648201,1,
005,15.3495539895,0,minus
005,16.0003794378,1,
005,16.2535356919,0,5
005,17.0003551787,1,
005,17.2934979596,0,9
005,18.0003119477,1,
005,18.3655056180,0,4
005,19.0003355848,1,
005,19.3334596053,0,minus
005,20.0003150578,1,
005,20.3814311213,0,3
005,21.0003219001,1,
005,21.3574052424,0,n
005,22.0003461593,1,
005,22.3333930481,0,bracketright
005,23.0003215891,1,
005,23.3333635018,0,q
005,24.0003107036,1,
005,24.3093478863,0,3
005,25.0003455372,1,
005,25.3573318430,0,4
005,26.0003330967,1,
005,26.3573066508,0,n
005,27.0003402500,1,
005,27.3572814586,0,9
005,28.0003486474,1,
005,28.4052560848,0,3
005,29.0003635761,1,
005,29.3732455277,0,9
005,30.0003144358,1,
005,30.3812112340,0,b
005,31.0003100816,1,
005,31.4211990049,0,bracketright
005,31.4371938644,0,minus
005,32.0003200340,1,
005,32.3891738301,0,minus
005,33.0003212781,1,
005,33.3491618001,0,bracketright
005,34.0003100816,1,
005,34.3571318606,0,5
005,35.0003442932,1,
005,35.3891250008,0,q
005,36.0003741506,1,
005,36.3411488196,0,n
005,37.0003772607,1,
005,37.3490731609,0,3
005,38.0003411830,1,
005,38.3810541716,0,n
005,39.0003377619,1,
005,39.3730203531,0,9
005,40.0003343407,1,
005,40.3810031652,0,4
005,41.0003722845,1,
005,41.3729808543,0,5
005,42.0003707294,1,
005,42.3409618998,0,bracketright
005,43.0003641981,1,
005,43.4209383746,0,q
005,44.0003421161,1,
005,44.3569172605,0,b
005,45.0003641981,1,
005,45.3329041332,0,bracketright
005,46.0003150578,1,
005,46.3728847507,0,bracketright
005,47.0003278094,1,
005,47.4288462322,0,3
005,48.0003156798,1,
005,48.4048340379,0,bracketright
005,49.0003433601,1,
005,49.3808069150,0,9
