# {'date': u'2016_May_07_1141', 'frameRate': None, 'expName': 'RNGT', u'participant': u'010'}
subj,time,stimulus,response
010,0.0012748489,1,
010,0.3529303641,0,bracketright
010,1.0003511355,1,
010,1.0408990437,0,q
010,2.0003337187,1,
010,2.0168473506,0,0
010,2.9448067246,0,3
010,3.0003474033,1,
010,4.0003685523,1,
010,4.1048032164,0,minus
010,5.0003427381,1,
010,5.1207812811,0,minus
010,6.0003959216,1,
010,6.0887458429,0,b
010,7.0003806819,1,
010,7.1127328450,0,b
010,8.0003968546,1,
010,8.1767079290,0,bracketright
010,9.0003713514,1,
010,9.0806827890,0,9
010,10.0002920427,1,
010,10.1526599680,0,3
010,11.0003324746,1,
010,11.1526521927,0,4
010,12.0003346517,1,
010,12.1606107456,0,5
010,13.0003816149,1,
010,13.1845968147,0,q
010,14.0003822370,1,
010,14.0725864566,0,bracketright
010,15.0004335544,1,
010,15.1205610828,0,minus
010,16.0003411830,1,
010,16.1525402274,0,q
010,17.0003278094,1,
010,17.1605510308,0,0
010,18.0003225222,1,
010,18.1765524217,0,bracketright
010,19.0003424271,1,
010,19.1364974716,0,5
010,20.0003467813,1,
010,20.1284633421,0,5
010,21.0003442932,1,
010,21.1604378215,0,5
010,22.0003153688,1,
010,22.1844052296,0,9
010,23.0003169239,1,
010,23.2723772682,0,3
010,24.0003116366,1,
010,24.1843710180,0,minus
010,25.0003464703,1,
010,25.1843380505,0,minus
010,26.0003315416,1,
010,26.0643162670,0,bracketright
010,27.0003579778,1,
010,27.1683111564,0,q
010,28.0003368288,1,
010,28.1122837399,0,b
010,29.0003197230,1,
010,29.2162487719,0,9
010,30.0003122587,1,
010,30.0882298697,0,0
010,31.0003315416,1,
010,31.1042188199,0,3
010,32.0003019952,1,
010,32.1041961159,0,4
010,33.0003191010,1,
010,33.1041746559,0,5
010,34.0003212781,1,
010,34.0961467466,0,q
010,35.0003259433,1,
010,35.1361503793,0,bracketright
010,36.0003408720,1,
010,36.1441537184,0,bracketright
010,37.0003766387,1,
010,37.1841134979,0,minus
010,38.0003337187,1,
010,38.1361074593,0,0
010,39.0004226689,1,
010,39.1440610360,0,minus
010,40.0003893903,1,
010,40.1920253987,0,9
010,41.0003741506,1,
010,41.1680016969,0,b
010,42.0003582888,1,
010,42.0799811401,0,n
010,43.0003744616,1,
010,43.0959532956,0,q
010,44.0004117833,1,
010,44.0639324750,0,5
010,45.0003467813,1,
010,45.1599109627,0,3
010,46.0003206561,1,
010,46.0878843324,0,4
010,47.0003797488,1,
010,47.1278969845,0,bracketright
010,48.0003763277,1,
010,48.1118548507,0,q
010,49.0003197230,1,
010,49.1278316714,0,minus
010,50.0003225222,1,
010,50.1917977360,0,minus
010,51.0003492694,1,
010,51.1117901597,0,3
010,52.0003256323,1,
010,52.0877540173,0,4
010,53.0003673083,1,
010,53.1357728076,0,5
010,54.0003315416,1,
010,54.1518388895,0,9
010,55.0003421161,1,
010,55.1117264017,0,q
010,56.0003231442,1,
010,56.1276637235,0,4
010,57.0003635761,1,
010,57.1116564234,0,3
010,58.0003505135,1,
010,58.1596413131,0,bracketright
010,59.0003178569,1,
010,59.1436078877,0,b
010,60.0003010621,1,
010,60.0875817152,0,0
010,61.0003492694,1,
010,61.0395772316,0,4
010,62.0003318526,1,
010,62.1355451449,0,5
010,63.0003215891,1,
010,63.1595281037,0,minus
010,64.0006438003,1,
010,64.1995046781,0,bracketright
010,64.9914763335,0,q
010,65.0003377619,1,
010,66.0003113256,1,
010,66.1434492703,0,b
010,67.0003604659,1,
010,67.1594332443,0,9
010,68.0003116366,1,
010,68.1754212615,0,3
010,69.0003001291,1,
010,69.1273922078,0,0
010,70.0003492694,1,
010,70.1513723675,0,minus
010,71.0003797488,1,
010,71.2473897321,0,b
010,72.0003697964,1,
010,72.1993578792,0,5
010,73.0003610880,1,
010,73.1113323462,0,b
010,74.0003122587,1,
010,74.1432862986,0,n
010,75.0003231442,1,
010,75.1112685882,0,9
010,76.0003418051,1,
010,76.0152409601,0,q
010,77.0003206561,1,
010,77.0712176813,0,0
010,78.0003601549,1,
010,78.1832227521,0,minus
010,79.0003536236,1,
010,79.1271807178,0,3
010,80.0003197230,1,
010,80.1671432966,0,4
010,81.0003306085,1,
010,81.1831428213,0,5
010,82.0003228332,1,
010,82.2071027651,0,q
010,83.0003231442,1,
010,83.2150880653,0,4
010,84.0003122587,1,
010,84.1670695861,0,3
010,85.0003464703,1,
010,85.1510622860,0,minus
010,86.0003159908,1,
010,86.0390242476,0,q
010,87.0003424271,1,
010,87.0630190251,0,bracketright
010,88.0003576668,1,
010,88.1670027180,0,0
010,89.0003352738,1,
010,89.2389836291,0,minus
010,90.0003346517,1,
010,90.1829832708,0,9
010,91.0003626430,1,
010,91.1749457202,0,n
010,92.0003225222,1,
010,92.1668873315,0,b
010,93.0003582888,1,
010,93.1748698326,0,n
010,94.0003495804,1,
010,94.1508539062,0,9
010,95.0003514465,1,
010,95.1188225111,0,3
010,96.0003302975,1,
010,96.1348105283,0,minus
010,97.0003492694,1,
010,97.0307904468,0,q
010,98.0003725955,1,
010,98.0867792975,0,bracketright
010,99.0003620210,1,
010,99.1987517117,0,9
010,100.0003669972,1,
010,100.1427193190,0,0
010,101.0003595329,1,
010,101.1587135565,0,3
010,102.0003256323,1,
010,102.1746766925,0,4
010,103.0003194120,1,
010,103.2146576211,0,5
010,104.0003141248,1,
010,104.2706281220,0,b
010,105.0003187900,1,
010,105.1746123125,0,3
010,106.0003284314,1,
010,106.1586134098,0,5
010,107.0003554897,1,
010,107.1666123946,0,4
010,108.0004484831,1,
010,108.1825907704,0,minus
010,109.0003427381,1,
010,109.2145263730,0,3
010,110.0003327856,1,
010,110.1425028528,0,9
010,111.0003508245,1,
010,111.0384976999,0,bracketright
010,112.0003253213,1,
010,112.1504638938,0,minus
010,113.0003446042,1,
010,113.2144377338,0,0
010,114.0003038613,1,
010,114.2544227056,0,minus
010,115.0003153688,1,
010,115.0784074061,0,3
010,116.0003240772,1,
010,116.1023773024,0,n
010,117.0003047943,1,
010,117.0383499679,0,0
010,118.0003259433,1,
010,118.1103386545,0,3
010,119.0003399390,1,
010,119.1423150000,0,bracketright
010,120.0003287424,1,
010,120.1662898725,0,q
010,121.0003533126,1,
010,121.1582824902,0,minus
010,122.0003536236,1,
010,122.1182561535,0,minus
010,123.0003613990,1,
010,123.1342382615,0,0
010,124.0003458483,1,
010,124.1902432850,0,minus
010,125.0003079045,1,
010,125.1342989093,0,minus
010,126.0003312306,1,
010,126.1261528145,0,9
010,127.0003526906,1,
010,127.1421470521,0,bracketright
010,128.0003869022,1,
010,128.0541215190,0,q
010,129.0003386949,1,
010,129.1100966851,0,q
010,130.0003346517,1,
010,130.1340690695,0,q
010,131.0003377619,1,
010,131.0380535710,0,q
010,132.0003262543,1,
010,132.1740266720,0,q
010,133.0003178569,1,
010,133.1980043436,0,q
010,134.0003551787,1,
010,134.1819992206,0,3
010,135.0003293645,1,
010,135.1019583657,0,3
010,136.0003153688,1,
010,136.1739616699,0,b
010,137.0002397923,1,
010,137.1739227931,0,3
010,138.0003442932,1,
010,138.1419060157,0,minus
010,139.0003374509,1,
010,139.1498850957,0,0
010,140.0003374509,1,
010,140.1578598214,0,9
010,141.0003390059,1,
010,141.1498434197,0,9
010,142.0003128807,1,
010,142.1498365774,0,9
010,142.7178466095,0,0
010,143.0003380729,1,
010,144.0003355848,1,
010,144.1978174238,0,minus
010,145.0003480254,1,
010,145.2217518645,0,bracketright
010,146.0003159908,1,
010,146.1657210267,0,n
010,147.0003962326,1,
010,147.2297474281,0,9
010,148.0003461593,1,
010,148.2056829834,0,3
010,149.0003446042,1,
010,149.1736677611,0,4
010,150.0003128807,1,
010,150.1656466942,0,5
010,151.0003903233,1,
010,151.1896302752,0,3
010,152.0003483364,1,
010,152.2136063917,0,4
010,153.0003449152,1,
010,153.1735716576,0,b
010,154.0003175459,1,
010,154.2215537481,0,b
010,155.0003442932,1,
010,155.1975356446,0,9
010,156.0004189367,1,
010,156.2695569877,0,minus
010,157.0003865912,1,
010,157.1175006990,0,0
010,158.0003753946,1,
010,158.0294932048,0,bracketright
010,159.0004080512,1,
010,159.0695033688,0,q
010,160.0003383839,1,
010,160.1015366299,0,3
010,161.0003554897,1,
010,161.0694420989,0,q
010,162.0003259433,1,
010,162.1013842327,0,b
010,163.0003209671,1,
010,163.1013609066,0,b
010,164.0003446042,1,
010,164.0453421985,0,0
010,165.0003312306,1,
010,165.1813159215,0,q
010,166.0003178569,1,
010,166.1972896320,0,9
010,167.0003558007,1,
010,167.1492854595,0,bracketright
010,168.0003486474,1,
010,168.1252692220,0,minus
010,169.0003495804,1,
010,169.1732264314,0,0
010,170.0003116366,1,
010,170.2452029884,0,b
010,171.0003548677,1,
010,171.2211954593,0,3
010,172.0003343407,1,
010,172.1331845439,0,bracketright
010,173.0003200340,1,
010,173.1011416413,0,b
010,174.0003166129,1,
010,174.1651148593,0,q
010,175.0003203451,1,
010,175.1171069545,0,n
010,176.0003113256,1,
010,176.1170858055,0,b
010,177.0003184790,1,
010,177.1250863454,0,9
010,178.0003330967,1,
010,178.1250847904,0,3
010,179.0003231442,1,
010,179.1650523453,0,minus
010,180.0003436711,1,
010,180.1809943324,0,b
010,181.0003576668,1,
010,181.1089947603,0,bracketright
010,182.0003470923,1,
010,182.1009450801,0,q
010,183.0003399390,1,
010,183.1249258619,0,n
010,184.0003707294,1,
010,184.1089086093,0,b
010,185.0003632651,1,
010,185.1168883112,0,9
010,186.0004052520,1,
010,186.0928916677,0,3
010,187.0003785048,1,
010,187.2048494643,0,0
010,188.0005284138,1,
010,188.1408305272,0,b
010,189.0003996538,1,
010,189.1248204279,0,bracketright
010,190.0003256323,1,
010,190.0927821906,0,q
010,191.0003455372,1,
010,191.1567700262,0,n
010,192.0003436711,1,
010,192.1327338838,0,b
010,193.0003212781,1,
010,193.1727129463,0,3
010,194.0003449152,1,
010,194.1567022250,0,4
010,195.0003414940,1,
010,195.1727148124,0,5
010,196.0004702541,1,
010,196.0766958927,0,bracketright
010,197.0003237662,1,
010,197.1886300522,0,minus
010,198.0003327856,1,
010,198.1726196419,0,0
010,199.0003452262,1,
010,199.2445915336,0,9
010,200.0003371398,1,
010,200.2205668988,0,0
010,201.0003402500,1,
010,201.1885519875,0,9
010,202.0003302975,1,
010,202.1805181690,0,0
010,203.0003274984,1,
010,203.1244994609,0,3
010,204.0003219001,1,
010,204.1404716163,0,4
010,205.0003641981,1,
010,205.1964769509,0,minus
010,206.0003144358,1,
010,206.1484307913,0,q
010,207.0003595329,1,
010,207.1564210678,0,b
010,208.0003701074,1,
010,208.1723919792,0,4
010,208.9723731939,0,minus
010,209.0003458483,1,
010,210.0003778828,1,
010,210.1403490766,0,bracketright
010,211.0003430491,1,
010,211.1723453270,0,minus
010,212.0003184790,1,
010,212.1403108218,0,9
010,213.0003582888,1,
010,213.2203345709,0,0
010,214.0003629541,1,
010,214.1562780010,0,n
010,215.0003455372,1,
010,215.1242347874,0,b
010,216.0003436711,1,
010,216.1722143898,0,4
010,217.0003570448,1,
010,217.1082060273,0,bracketright
010,218.0003536236,1,
010,218.1321812108,0,minus
010,219.0003250103,1,
010,219.1641510250,0,4
010,220.0003330967,1,
010,220.1161424982,0,minus
010,221.0003343407,1,
010,221.1081189432,0,3
010,222.0003380729,1,
010,222.0200912330,0,q
010,223.0003256323,1,
010,223.0680705244,0,9
010,224.0003299865,1,
010,224.0920590816,0,0
010,225.0003175459,1,
010,225.0600270645,0,b
010,226.0003467813,1,
010,226.0520131509,0,3
010,227.0003551787,1,
010,227.0600084036,0,minus
010,228.0003377619,1,
010,228.1799732714,0,q
010,229.0003564227,1,
010,229.1319327101,0,n
010,230.0003281204,1,
010,230.1239209737,0,n
010,231.0003688633,1,
010,231.1080184855,0,3
010,232.0003169239,1,
010,232.1958717164,0,4
010,233.0003526906,1,
010,233.1158563647,0,minus
010,234.0003265653,1,
010,234.1398240839,0,0
010,235.0003386949,1,
010,235.0278103047,0,3
010,236.0003110146,1,
010,236.1077880236,0,q
010,237.0003915674,1,
010,237.2997711243,0,3
010,237.3557509557,0,q
010,237.4917411624,0,3
010,238.0003439822,1,
010,238.2037431853,0,bracketright
010,239.0003573558,1,
010,239.2117259974,0,minus
010,240.0002995071,1,
010,240.1396959459,0,0
010,241.0003474033,1,
010,241.1876948312,0,9
010,242.0003530016,1,
010,242.0996618338,0,n
010,243.0003514465,1,
010,243.1396331209,0,b
010,244.0003635761,1,
010,244.1636092375,0,9
010,245.0003474033,1,
010,245.1636008401,0,3
010,246.0003595329,1,
010,246.1635697387,0,4
010,247.0003253213,1,
010,247.1235524214,0,5
010,248.0003595329,1,
010,248.0995327627,0,q
010,249.0003296755,1,
010,249.0835574971,0,bracketright
010,250.0003184790,1,
010,250.0514862922,0,minus
010,251.0003520685,1,
010,251.1794744040,0,0
010,252.0003215891,1,
010,252.0834380675,0,3
010,253.0003203451,1,
010,253.1394222530,0,b
010,254.0003153688,1,
010,254.1634002357,0,n
010,255.0003306085,1,
010,255.2113820152,0,0
010,256.0003194120,1,
010,256.1633554496,0,3
010,257.0003439822,1,
010,257.1393398342,0,bracketright
010,258.0003231442,1,
010,258.2033220715,0,q
010,259.0003567338,1,
010,259.1952991385,0,minus
010,260.0003119477,1,
010,260.0992671563,0,0
010,261.0003035503,1,
010,261.1792548276,0,3
010,262.0003246993,1,
010,262.1792358558,0,n
010,263.0003312306,1,
010,263.1072110915,0,b
010,264.0003156798,1,
010,264.1311775666,0,9
010,265.0003368288,1,
010,265.1391731303,0,4
010,266.0003200340,1,
010,266.1391787286,0,5
010,267.0004621677,1,
010,267.2031712294,0,3
010,268.0003604659,1,
010,268.1711588062,0,minus
010,269.0003246993,1,
010,269.1470775667,0,n
010,270.0003710404,1,
010,270.1150583012,0,bracketright
010,271.0003545567,1,
010,271.1150436836,0,minus
010,272.0003523796,1,
010,272.0270125522,0,3
010,273.0003940555,1,
010,273.0669866385,0,0
010,274.0003144358,1,
010,274.0589705478,0,b
010,275.0003396280,1,
010,275.0751750312,0,q
010,276.0003147468,1,
010,276.1149276751,0,minus
010,277.0003424271,1,
010,277.1389025476,0,3
010,278.0003240772,1,
010,278.0348896194,0,n
010,279.0003138137,1,
010,279.1388624267,0,b
010,280.0003240772,1,
010,280.1308901891,0,minus
010,281.0003253213,1,
010,281.0268200342,0,q
010,282.0003119477,1,
010,282.1148237962,0,n
010,283.0003449152,1,
010,283.1307906645,0,3
010,284.0003191010,1,
010,284.1467926773,0,0
010,285.0003377619,1,
010,285.1227540468,0,b
010,286.0002481897,1,
010,286.1547182627,0,minus
010,287.0003178569,1,
010,287.1226930880,0,bracketright
010,288.0003495804,1,
010,288.0826648852,0,q
010,289.0003368288,1,
010,289.1386512478,0,minus
010,290.0003421161,1,
010,290.1386139261,0,b
010,291.0003163019,1,
010,291.1385974423,0,b
010,292.0003327856,1,
010,292.1385853127,0,9
010,293.0003383839,1,
010,293.1465528851,0,3
010,294.0003741506,1,
010,294.1785416711,0,minus
010,295.0003766387,1,
010,295.2425173772,0,b
010,296.0003414940,1,
010,296.1225064792,0,bracketright
010,297.0003498914,1,
010,297.0664719093,0,3
010,298.0003592219,1,
010,298.1304659652,0,minus
010,299.0003688633,1,
010,299.1304345527,0,q
010,300.0003781938,1,
010,300.1624084101,0,5
010,301.0003654422,1,
010,301.0904191015,0,b
010,302.0003489584,1,
010,302.1063781944,0,9
010,303.0004061851,1,
010,303.1143644276,0,0
010,304.0003091485,1,
010,304.0744584536,0,0
010,305.0003290535,1,
010,305.0342980696,0,0
010,306.0003166129,1,
010,306.1222778835,0,3
010,307.0003203451,1,
010,307.1622532138,0,b
010,308.0003256323,1,
010,308.1862473692,0,minus
010,309.0003200340,1,
010,309.1542150411,0,q
