# {'date': u'2016_May_10_1246', 'frameRate': None, 'expName': 'pilot1', u'participant': u'012'}
subj,sessionix,ISI,time,stimulus,response
012,1,0.75,0.0015273837,1,
012,1,0.75,0.6103479549,0,rctrl
012,1,0.75,0.7503463127,1,
012,1,0.75,0.8743069858,0,rctrl
012,1,0.75,1.5003418030,1,
012,1,0.75,1.6502888376,0,lalt
012,1,0.75,2.2503189436,1,
012,1,0.75,2.3782636903,0,rctrl
012,1,0.75,3.0003212762,1,
012,1,0.75,3.1702490155,0,lalt
012,1,0.75,3.7503074361,1,
012,1,0.75,3.8822225719,0,rctrl
012,1,0.75,4.5003673061,1,
012,1,0.75,4.6342219176,0,rctrl
012,1,0.75,5.2503606193,1,
012,1,0.75,5.3862075786,0,rctrl
012,1,0.75,6.0003517554,1,
012,1,0.75,6.1381565402,0,lalt
012,1,0.75,6.7503441356,1,
012,1,0.75,6.8581389866,0,lalt
012,1,0.75,7.5003380709,1,
012,1,0.75,7.6341195944,0,rctrl
012,1,0.75,8.2503503559,1,
012,1,0.75,8.3540961316,0,rctrl
012,1,0.75,9.0003119458,1,
012,1,0.75,9.0660827505,0,lalt
012,1,0.75,9.7504206448,1,
012,1,0.75,9.8100971542,0,rctrl
012,1,0.75,10.5003788136,1,
012,1,0.75,10.6660540752,0,lalt
012,1,0.75,11.2504315302,1,
012,1,0.75,11.3620449961,0,rctrl
012,1,0.75,12.0003725933,1,
012,1,0.75,12.0980016807,0,rctrl
012,1,0.75,12.7503901655,1,
012,1,0.75,12.8659765086,0,lalt
012,1,0.75,13.5003757034,1,
012,1,0.75,13.6099514136,0,lalt
012,1,0.75,14.2503475568,1,
012,1,0.75,14.3219383436,0,lalt
012,1,0.75,15.0003290515,1,
012,1,0.75,15.0099163313,0,lalt
012,1,0.75,15.7503596863,1,
012,1,0.75,15.8738980040,0,rctrl
012,1,0.75,16.5003514444,1,
012,1,0.75,16.6338776264,0,rctrl
012,1,0.75,17.2503531550,1,
012,1,0.75,17.3698489287,0,lalt
012,1,0.75,18.0003617079,1,
012,1,0.75,18.1378234455,0,lalt
012,1,0.75,18.7503982519,1,
012,1,0.75,18.8578242417,0,rctrl
012,1,0.75,19.5003520665,1,
012,1,0.75,19.6177876915,0,rctrl
012,1,0.75,20.2503963858,1,
012,1,0.75,20.3537677021,0,rctrl
012,1,0.75,21.0003228313,1,
012,1,0.75,21.1697523281,0,rctrl
012,1,0.75,21.7503743039,1,
012,1,0.75,21.8977365112,0,rctrl
012,1,0.75,22.5003147449,1,
012,1,0.75,22.6657076069,0,lalt
012,1,0.75,23.2503298290,1,
012,1,0.75,23.3617047481,0,rctrl
012,1,0.75,24.0003200321,1,
012,1,0.75,24.1216650878,0,lalt
012,1,0.75,24.7503105463,1,
012,1,0.75,24.8336551279,0,rctrl
012,1,0.75,25.5007576271,1,
012,1,0.75,25.6096404008,0,rctrl
012,1,0.75,26.2503463127,1,
012,1,0.75,26.3696256215,0,lalt
012,1,0.75,27.0003253194,1,
012,1,0.75,27.1056112303,0,lalt
012,1,0.75,27.7503142784,1,
012,1,0.75,27.7856005439,0,lalt
012,1,0.75,28.5003228313,1,
012,1,0.75,28.5856302145,0,rctrl
012,1,0.75,29.2503102352,1,
012,1,0.75,29.4575140998,0,lalt
012,1,0.75,30.0003172330,1,
012,1,0.75,30.1295035427,0,rctrl
012,1,0.75,30.7503292070,1,
012,1,0.75,30.8094810379,0,lalt
012,1,0.75,31.5003271854,1,
012,1,0.75,31.5934608942,0,lalt
012,1,0.75,32.2503183216,1,
012,1,0.75,32.3294349955,0,lalt
012,1,0.75,33.0003228313,1,
012,1,0.75,33.0974098234,0,lalt
012,1,0.75,33.7503326282,1,
012,1,0.75,33.8734059818,0,rctrl
012,1,0.75,34.5003470903,1,
012,1,0.75,34.6493800582,0,rctrl
012,1,0.75,35.2504150465,1,
012,1,0.75,35.3693746342,0,rctrl
012,1,0.75,36.0003225202,1,
012,1,0.75,36.0893365538,0,lalt
012,1,0.75,36.7503124123,1,
012,1,0.75,36.8493056018,0,lalt
012,1,0.75,37.5003302956,1,
012,1,0.75,37.6492907976,0,lalt
012,1,0.75,38.2503149004,1,
012,1,0.75,38.3532756799,0,rctrl
012,1,0.75,39.0003163000,1,
012,1,0.75,39.1372502490,0,lalt
012,1,0.75,39.7503071251,1,
012,1,0.75,39.8732268384,0,lalt
012,1,0.75,40.5003424251,1,
012,1,0.75,40.6252330263,0,rctrl
