# {'date': u'2016_May_11_1307', 'frameRate': None, 'expName': 'RNGT', u'participant': u'016'}
subj,time,stimulus,response
016,0.0012866639,1,
016,1.0003156789,1,
016,1.0020464704,0,q
016,1.0420076932,0,0
016,1.9539880048,0,4
016,2.0003265644,1,
016,2.9619863453,0,9
016,3.0003150569,1,
016,3.9619795030,0,5
016,4.0003240763,1,
016,4.9299653033,0,bracketright
016,5.0003330957,1,
016,5.8978997864,0,q
016,6.0003197221,1,
016,6.8418762588,0,n
016,7.0003178560,1,
016,7.8658613277,0,b
016,8.0003464693,1,
016,8.9938512583,0,9
016,9.0003993416,1,
016,10.0003498905,1,
016,10.1458116401,0,0
016,10.9777758910,0,4
016,11.0003548667,1,
016,12.0002665388,1,
016,12.0337527665,0,bracketright
016,13.0003495794,1,
016,13.0897327521,0,minus
016,14.0003439812,1,
016,14.0017018672,0,q
016,14.9456730524,0,n
016,15.0003533116,1,
016,15.9616544936,0,5
016,16.0003548667,1,
016,16.9856277439,0,0
016,17.0003570438,1,
016,17.8176159428,0,4
016,18.0003557997,1,
016,18.8176010142,0,minus
016,19.0004049399,1,
016,19.9295762251,0,bracketright
016,20.0003194111,1,
016,21.0003278085,1,
016,21.0655648072,0,0
016,22.0003100807,1,
016,22.1455379480,0,9
016,23.0003141239,1,
016,23.1135097528,0,5
016,24.0003841020,1,
016,24.1214586420,0,4
016,25.0003396270,1,
016,25.0094485975,0,bracketright
016,25.9934127289,0,n
016,26.0003380719,1,
016,26.8653901419,0,b
016,27.0003100807,1,
016,27.8973800824,0,q
016,28.0003290525,1,
016,28.7933481625,0,bracketright
016,29.0003511345,1,
016,29.8173332313,0,3
016,30.0003069706,1,
016,30.9052969373,0,9
016,31.0003181671,1,
016,31.8412644948,0,4
016,32.0003125688,1,
016,33.0003082146,1,
016,33.0252484067,0,0
016,34.0003243873,1,
016,34.0652323335,0,minus
016,35.0003159900,1,
016,35.0572028917,0,bracketright
016,36.0003240763,1,
016,36.0171698247,0,minus
016,37.0003156789,1,
016,37.0731457672,0,0
016,38.0003327847,1,
016,38.0731196420,0,5
016,39.0003427371,1,
016,39.0411321895,0,n
016,40.0003424261,1,
016,40.0411082415,0,b
016,41.0003539336,1,
016,41.1370721539,0,n
016,42.0003632641,1,
016,42.0490521545,0,9
016,43.0003551777,1,
016,43.0810032184,0,0
016,44.0002814674,1,
016,44.0569739856,0,9
016,45.0003318517,1,
016,45.0889437102,0,0
016,45.9929197721,0,q
016,46.0003704174,1,
016,47.0003467803,1,
016,47.1049155100,0,bracketright
016,48.0003753936,1,
016,48.0008832790,0,3
016,49.0003676182,1,
016,49.0408628516,0,0
016,49.9928370425,0,4
016,50.0003349618,1,
016,50.9367954761,0,5
016,51.0003107027,1,
016,51.9447844861,0,n
016,52.0003172340,1,
016,52.9527520362,0,b
016,53.0003452253,1,
016,54.0003135019,1,
016,54.0167316063,0,9
016,55.0003169230,1,
016,55.0407064117,0,5
016,55.9686821601,0,minus
016,56.0003116358,1,
016,57.0002596965,1,
016,57.0647347115,0,bracketright
016,58.0003327847,1,
016,58.0246624568,0,4
016,59.0003287415,1,
016,59.0966322810,0,q
016,59.9925770350,0,n
016,60.0003072816,1,
016,61.0003001283,1,
016,61.0485548435,0,9
016,62.0003169230,1,
016,62.0645400169,0,0
016,63.0003178560,1,
016,63.0245190794,0,minus
016,63.9844888116,0,bracketright
016,64.0006214055,1,
016,65.0003016833,1,
016,65.0564698323,0,0
016,66.0003508235,1,
016,66.0804349963,0,9
016,67.0003517565,1,
016,67.0644109462,0,n
016,67.9524061889,0,b
016,68.0003996527,1,
016,69.0003533116,1,
016,69.0803908323,0,9
016,70.0003243873,1,
016,70.0723433517,0,5
016,71.0003380719,1,
016,71.0083115313,0,4
016,72.0003390050,1,
016,72.0402933855,0,bracketright
016,73.0003663742,1,
016,73.0402647722,0,minus
016,74.0003386940,1,
016,74.0802679819,0,0
016,75.0003841020,1,
016,75.1042393661,0,9
016,76.0003184781,1,
016,76.0642258930,0,q
016,77.0003579768,1,
016,77.0241698110,0,3
016,78.0003592209,1,
016,78.1201520733,0,n
016,78.9441173617,0,b
016,79.0004074280,1,
016,80.0005134837,1,
016,80.0481072948,0,bracketright
016,81.0003850350,1,
016,81.1040701747,0,minus
016,82.0003246983,1,
016,82.1280521334,0,0
016,83.0004649655,1,
016,83.1280235201,0,9
016,84.0003243873,1,
016,84.0720003035,0,n
016,85.0003274975,1,
016,85.0319771890,0,4
016,85.9999533479,0,bracketright
016,86.0003013723,1,
016,86.9359230826,0,q
016,87.0003452253,1,
016,87.9439105375,0,5
016,88.0003495794,1,
016,88.8958797521,0,4
016,89.0003613980,1,
016,90.0003110137,1,
016,90.0398554781,0,3
016,91.0003187891,1,
016,91.0158256233,0,q
016,91.9039269217,0,b
016,92.0003169230,1,
016,92.9118173404,0,5
016,93.0003178560,1,
016,93.9117812628,0,4
016,94.0003156789,1,
016,95.0003004393,1,
016,95.0637264049,0,3
016,96.0003523786,1,
016,96.0157232998,0,bracketright
016,97.0003418041,1,
016,97.0556901208,0,minus
016,98.0003262534,1,
016,98.0876757072,0,0
016,99.0003570438,1,
016,99.1276359970,0,9
016,100.0003209662,1,
016,100.1356072792,0,n
016,101.0002544092,1,
016,101.0475823036,0,q
016,102.0003330957,1,
016,102.0475558674,0,5
016,103.0003585988,1,
016,103.0155435338,0,4
016,104.0003424261,1,
016,104.1675645633,0,q
016,105.0003554887,1,
016,105.0394900370,0,b
016,106.0003259424,1,
016,106.1114760339,0,bracketright
016,107.0005990125,1,
016,107.1114371572,0,minus
016,107.9754417328,0,0
