# {'date': u'2016_May_13_1413', 'frameRate': None, 'expName': 'RNGT', u'participant': u'018'}
subj,time,stimulus,response
018,0.0013112417,1,
018,0.7069636078,0,b
018,1.0003187910,1,
018,1.3949624184,0,q
018,1.9869214838,0,5
018,2.0003271884,1,
018,2.8349045322,0,b
018,3.0003657543,1,
018,4.0003327867,1,
018,4.0749926989,0,q
018,5.0003219011,1,
018,5.0348377883,0,9
018,6.0003237672,1,
018,6.1388292689,0,minus
018,7.0003526917,1,
018,7.0347908249,0,0
018,8.0003536247,1,
018,8.0347774512,0,b
018,9.0003327867,1,
018,9.0347619005,0,3
018,10.0002671624,1,
018,10.1147463995,0,5
018,11.0003654433,1,
018,11.1307462850,0,9
018,12.0003483375,1,
018,12.1467013843,0,n
018,13.0003794390,1,
018,13.0986986175,0,b
018,14.0003738407,1,
018,14.0586761995,0,minus
018,15.0003334087,1,
018,15.0026461206,0,3
018,16.0003536247,1,
018,16.0749961201,0,0
018,17.0003072834,1,
018,17.0266164024,0,4
018,18.0003358968,1,
018,18.0345871097,0,9
018,18.9946007695,0,5
018,19.0003287435,1,
018,20.0003044843,1,
018,20.0345902199,0,n
018,21.0003122596,1,
018,21.0585626788,0,b
018,22.0003408731,1,
018,22.0345295718,0,bracketright
018,23.0003228342,1,
018,23.0104973979,0,n
018,23.9944853827,0,q
018,24.0003175469,1,
018,24.9304693567,0,3
018,25.0003131927,1,
018,26.0003172359,1,
018,26.0664512780,0,4
018,27.0003135037,1,
018,27.1064310869,0,5
018,28.0003082164,1,
018,28.0984075069,0,9
018,28.9543827227,0,0
018,29.0003306096,1,
018,29.9783729095,0,minus
018,30.0003082164,1,
018,30.8983576200,0,bracketright
018,31.0003125707,1,
018,32.0003477154,1,
018,32.0983440597,0,n
018,33.0003477154,1,
018,33.0746344090,0,9
018,34.0003654433,1,
018,34.0662932821,0,b
018,34.9782848921,0,5
018,35.0003439832,1,
018,35.8742685302,0,4
018,36.0003530027,1,
018,36.8983280735,0,q
018,37.0003026182,1,
018,37.9702709537,0,3
018,38.0003302985,1,
018,38.9782030950,0,4
018,39.0003467824,1,
018,39.8901928390,0,n
018,40.0003763289,1,
018,40.9541693660,0,9
018,41.0003903246,1,
018,41.8981638573,0,bracketright
018,42.0003676204,1,
018,43.0003094605,1,
018,43.0021413423,0,b
018,43.9141071380,0,4
018,44.0003144368,1,
018,44.9701020722,0,0
018,45.0003318536,1,
018,46.0003138147,1,
018,46.0743725338,0,9
018,47.0003212791,1,
018,47.1140606101,0,n
018,48.0003321646,1,
018,48.0340422104,0,b
018,48.9540188345,0,q
018,49.0003172359,1,
018,49.9540014176,0,4
018,50.0003163028,1,
018,50.8899866357,0,n
018,51.0003212791,1,
018,51.8979750709,0,b
018,52.0003486485,1,
018,52.7779644217,0,bracketright
018,53.0003284325,1,
018,53.9299418743,0,minus
018,54.0003237672,1,
018,54.8179855956,0,q
018,55.0003315426,1,
018,56.0003128817,1,
018,56.0899289112,0,3
018,57.0003334087,1,
018,57.0658718560,0,9
018,58.0003237672,1,
018,58.0898595547,0,b
018,59.0003570459,1,
018,59.0418328397,0,3
018,59.9858161344,0,4
018,60.0003386960,1,
018,60.9298084486,0,minus
018,61.0003682424,1,
018,61.9297841894,0,9
018,62.0003539357,1,
018,62.8417686461,0,b
018,63.0006789470,1,
018,64.0003638882,1,
018,64.0337548320,0,n
018,64.8417381666,0,minus
018,65.0003396290,1,
018,66.0003663764,1,
018,66.0417149648,0,4
018,67.0003016851,1,
018,67.0257073039,0,5
018,67.9936683448,0,4
018,68.0003766399,1,
018,69.0003234562,1,
018,69.0976564043,0,q
018,70.0003256333,1,
018,70.0656507239,0,9
018,70.9216218965,0,bracketright
018,71.0003243893,1,
018,72.0003374519,1,
018,72.0336235834,0,b
018,73.0003197240,1,
018,73.2176085825,0,3
018,73.9776056341,0,4
018,74.0003103936,1,
018,74.8815385194,0,b
018,75.0003119486,1,
018,75.9695242053,0,n
018,76.0003153698,1,
018,77.0003122596,1,
018,77.0015158899,0,9
018,78.0003200350,1,
018,78.0974828576,0,b
018,79.0003138147,1,
018,79.0414695735,0,4
018,80.0003094605,1,
018,80.0574439558,0,0
018,81.0003113266,1,
018,81.0654274147,0,b
018,82.0003390070,1,
018,82.0414285194,0,9
018,83.0003722857,1,
018,83.0173904362,0,q
018,83.8893782892,0,3
018,84.0003589120,1,
018,85.0003564239,1,
018,85.0493547515,0,4
018,86.0004052533,1,
018,86.0413507655,0,bracketright
018,86.9533212265,0,0
018,87.0004074304,1,
018,88.0003648213,1,
018,88.0572959124,0,9
018,89.0003834822,1,
018,89.0172818918,0,minus
018,89.9932938820,0,b
018,90.0003539357,1,
018,91.0003567349,1,
