# {'date': u'2016_May_10_1358', 'frameRate': None, 'expName': 'RNGT', u'participant': u'013'}
subj,time,stimulus,response
013,0.0013258475,1,
013,0.6724603163,0,b
013,1.0003383819,1,
013,1.1524087006,0,5
013,2.0003256304,1,
013,2.1363878105,0,4
013,3.0003452242,1,
013,3.1123673608,0,b
013,4.0003343387,1,
013,4.1123415468,0,9
013,4.9763086018,0,minus
013,5.0003215872,1,
013,5.9122813347,0,n
013,6.0003166110,1,
013,6.9522561178,0,bracketright
013,7.0003131899,1,
013,8.0003234533,1,
013,8.0162205603,0,bracketright
013,9.0003368268,1,
013,9.0882026012,0,9
013,10.0003414920,1,
013,10.0241995931,0,b
013,11.0003362048,1,
013,11.0641843286,0,5
013,12.0002976392,1,
013,12.0161322327,0,4
013,13.0003135009,1,
013,13.0800786365,0,4
013,14.0003343387,1,
013,14.0880595353,0,q
013,15.0003159890,1,
013,15.0400276553,0,b
013,16.0003561096,1,
013,16.0719957254,0,n
013,17.0003430471,1,
013,17.1039771692,0,n
013,18.0003474013,1,
013,18.0879366853,0,9
013,19.0003187881,1,
013,19.0479276908,0,minus
013,20.0003965413,1,
013,20.1918911505,0,0
013,21.0003184771,1,
013,21.0318579717,0,n
013,22.0003088357,1,
013,22.0638378603,0,3
013,23.0003218982,1,
013,23.2318049751,0,q
013,24.0003271854,1,
013,24.2237873767,0,q
013,25.0003327837,1,
013,25.1277472536,0,4
013,26.0003119458,1,
013,26.1117263635,0,q
013,27.0003166110,1,
013,27.1197044632,0,4
013,28.0003253194,1,
013,28.0557232260,0,b
013,29.0003203432,1,
013,29.0156629144,0,n
013,30.0003274965,1,
013,30.1596176658,0,9
013,31.0003212762,1,
013,31.1595890526,0,0
013,32.0003119458,1,
013,32.1435653634,0,minus
013,33.0003082137,1,
013,33.6155163652,0,9
013,34.0003156780,1,
013,34.1835099782,0,9
013,34.3194928501,0,n
013,35.0003302956,1,
013,35.1354784092,0,5
013,36.0003091467,1,
013,36.1594512739,0,4
013,37.0003225202,1,
013,37.0714203518,0,b
013,38.0003262524,1,
013,38.1834057889,0,b
013,39.0003069696,1,
013,39.0793608190,0,n
013,40.0003284295,1,
013,40.0793415362,0,0
013,41.0003122568,1,
013,41.1353179266,0,bracketright
013,42.0003079026,1,
013,42.0872897787,0,minus
013,43.0003390039,1,
013,43.1432593268,0,9
013,44.0003184771,1,
013,44.0633119377,0,0
013,45.0003262524,1,
013,45.0553064689,0,n
013,46.0003533105,1,
013,46.1032257623,0,n
013,47.0003330947,1,
013,47.0631953079,0,n
013,47.9991204559,0,b
013,48.0003324727,1,
013,49.0003561096,1,
013,49.0791064105,0,5
013,50.0003436691,1,
013,50.0630640605,0,3
013,51.0003296735,1,
013,51.1110396473,0,q
013,52.0003669951,1,
013,52.2070013952,0,5
013,53.0003576647,1,
013,53.1829849887,0,b
013,54.0003228313,1,
013,54.1189676740,0,n
013,55.0003135009,1,
013,55.0549310765,0,0
013,56.0003209652,1,
013,56.0869078550,0,bracketright
013,57.0003181661,1,
013,57.1348781545,0,9
013,58.0003156780,1,
013,58.1988472622,0,minus
013,59.0003243863,1,
013,59.1188093685,0,0
013,59.9747933476,0,b
013,60.0004649641,1,
013,61.0003144339,1,
013,61.1107606688,0,3
013,62.0003122568,1,
013,62.1027595542,0,5
013,63.0006571700,1,
013,63.1347385098,0,minus
013,64.0003271854,1,
013,64.2386985733,0,0
013,65.0003200321,1,
013,65.1186513740,0,q
013,66.0003141229,1,
013,66.1586233579,0,b
013,67.0003107018,1,
013,67.1506020274,0,n
013,68.0003116348,1,
013,68.1745717821,0,minus
013,69.0003290515,1,
013,69.3265484860,0,9
013,70.0002848877,1,
013,70.1345124035,0,bracketright
013,71.0003082137,1,
013,71.4784947106,0,bracketright
013,72.0003085247,1,
013,72.1184632112,0,b
013,73.0003293625,1,
013,73.0624252403,0,4
013,74.0003135009,1,
013,74.1824052608,0,q
013,75.0003284295,1,
013,75.2223728906,0,5
013,76.0003390039,1,
013,76.0863430558,0,3
013,77.0003520665,1,
013,77.1263265472,0,b
013,78.0003243863,1,
013,78.0782999544,0,3
013,79.0003346497,1,
013,79.0462625284,0,5
013,80.0003862779,1,
013,80.0382548824,0,3
013,81.0003135009,1,
013,81.0142957022,0,b
013,82.0003163000,1,
013,82.0382483512,0,q
013,82.9661593219,0,bracketright
013,83.0003362048,1,
013,83.2461504394,0,bracketright
013,84.0003806796,1,
013,84.0861284570,0,b
013,85.0003352718,1,
013,85.1901084253,0,9
013,86.0003529995,1,
013,86.1340779187,0,3
013,87.0003495784,1,
013,87.2540451877,0,5
013,88.0004021395,1,
013,88.1660323043,0,0
013,89.0003595308,1,
013,89.1180013573,0,4
013,90.0003306066,1,
013,90.1419966149,0,q
013,91.0003271854,1,
013,91.2059430187,0,5
013,92.0003159890,1,
013,92.1339090387,0,q
013,93.0003144339,1,
013,93.1418877605,0,minus
013,93.1578710180,0,0
013,94.0003215872,1,
013,94.1018716127,0,bracketright
013,95.0003200321,1,
013,95.0618259187,0,b
013,96.0003169220,1,
013,96.1258021797,0,n
013,97.0003138119,1,
013,97.1257791648,0,4
013,98.0003181661,1,
013,98.0937445378,0,q
013,99.0003144339,1,
013,99.2217505541,0,3
013,100.0002600067,1,
013,100.2057122472,0,5
013,101.0003113238,1,
013,101.0776769958,0,n
013,102.0003187881,1,
013,102.1336381466,0,0
013,103.0003256304,1,
013,103.1976140966,0,bracketright
013,104.0003253194,1,
013,104.0775936444,0,n
013,105.0003138119,1,
013,105.0615590697,0,b
013,106.0003063476,1,
013,106.0615323226,0,4
013,107.0003225202,1,
013,107.1495035303,0,q
013,108.0003327837,1,
013,108.1814778207,0,4
013,109.0003349608,1,
013,109.1014396159,0,4
013,110.0003110128,1,
013,110.1014181561,0,5
013,111.0003094577,1,
013,111.0053963827,0,minus
013,112.0003262524,1,
013,112.1013612407,0,5
013,112.9973358646,0,minus
013,113.0003150559,1,
013,114.0003349608,1,
013,114.1733124913,0,9
013,115.0003676171,1,
013,115.1092964207,0,n
013,116.0003312286,1,
013,116.1972614081,0,bracketright
013,117.0003492673,1,
013,117.1332627542,0,0
013,118.0003371378,1,
013,118.1252205858,0,5
013,119.0003371378,1,
013,119.0851711597,0,q
013,120.0003380709,1,
013,120.0771510732,0,b
013,120.9891095766,0,9
013,121.0003539325,1,
013,122.0003601528,1,
013,122.0370845414,0,4
013,123.0003418030,1,
013,123.1730521736,0,9
013,124.0003147449,1,
013,124.1330378919,0,3
013,125.0003184771,1,
013,125.0610091991,0,b
013,126.0003271854,1,
013,126.1009696756,0,9
013,127.0003156780,1,
013,127.1009447946,0,3
013,128.0003169220,1,
013,128.0689194981,0,b
013,129.0003144339,1,
013,129.0929013822,0,5
013,130.0003163000,1,
013,130.1328603036,0,5
013,131.0003091467,1,
013,131.0528395155,0,9
013,132.0003240753,1,
013,132.0848134950,0,q
013,133.0003041705,1,
013,133.1328369777,0,b
013,134.0003561096,1,
013,134.1407911294,0,b
013,135.0003324727,1,
013,135.1247500235,0,9
