# {'date': u'2016_May_04_1220', 'frameRate': None, 'expName': 'pilot1', u'participant': u'008'}
subj,sessionix,ISI,time,stimulus,response
008,1,1.25,0.0015392300,1,
008,1,1.25,0.3876169274,0,rctrl
008,1,1.25,1.2503719780,1,
008,1,1.25,1.5795942703,0,lalt
008,1,1.25,2.5005103812,1,
008,1,1.25,2.7555712724,0,rctrl
008,1,1.25,3.7503212820,1,
008,1,1.25,4.0755600508,0,lalt
008,1,1.25,5.0003383880,1,
008,1,1.25,5.3075427557,0,lalt
008,1,1.25,6.2503729110,1,
008,1,1.25,6.4835349977,0,lalt
008,1,1.25,7.5003701119,1,
008,1,1.25,7.6435234775,0,lalt
008,1,1.25,8.7503312346,1,
008,1,1.25,8.8915027911,0,lalt
008,1,1.25,10.0003570491,1,
008,1,1.25,10.0514931371,0,lalt
008,1,1.25,11.2503576711,1,
008,1,1.25,11.3394790566,0,lalt
008,1,1.25,12.5003614034,1,
008,1,1.25,12.5635398122,0,rctrl
008,1,1.25,13.7503393211,1,
008,1,1.25,13.8435120321,0,rctrl
008,1,1.25,15.0003237701,1,
008,1,1.25,15.1314845778,0,rctrl
008,1,1.25,16.2503231481,1,
008,1,1.25,16.3554560711,0,rctrl
008,1,1.25,17.5003912611,1,
008,1,1.25,17.6034394279,0,rctrl
008,1,1.25,18.7503474075,1,
008,1,1.25,18.9314151585,0,lalt
008,1,1.25,20.0003480296,1,
008,1,1.25,20.0274028969,0,lalt
008,1,1.25,21.2503427423,1,
008,1,1.25,21.4753978236,0,lalt
008,1,1.25,22.5003470965,1,
008,1,1.25,22.6433807201,0,lalt
008,1,1.25,23.7503352778,1,
008,1,1.25,23.8913622108,0,lalt
008,1,1.25,25.0003312346,1,
008,1,1.25,25.0753684635,0,lalt
008,1,1.25,26.2503184828,1,
008,1,1.25,26.2993380907,0,lalt
008,1,1.25,27.5003492736,1,
008,1,1.25,27.6513427908,0,rctrl
008,1,1.25,28.7503436753,1,
008,1,1.25,28.8753217485,0,rctrl
008,1,1.25,30.0003352778,1,
008,1,1.25,30.2113220645,0,rctrl
008,1,1.25,31.2503411872,1,
008,1,1.25,31.4914382859,0,lalt
008,1,1.25,32.5003660686,1,
008,1,1.25,32.5233235798,0,lalt
008,1,1.25,33.7503844187,1,
008,1,1.25,33.8432884098,0,lalt
008,1,1.25,35.0003390100,1,
008,1,1.25,35.1472532100,0,lalt
008,1,1.25,36.2503103963,1,
008,1,1.25,36.4032474674,0,lalt
008,1,1.25,37.5003483406,1,
008,1,1.25,37.6032413092,0,lalt
008,1,1.25,38.7503358999,1,
008,1,1.25,38.9392192319,0,lalt
008,1,1.25,40.0003293685,1,
008,1,1.25,40.2432250865,0,lalt
008,1,1.25,41.2503598483,1,
008,1,1.25,41.2832973174,0,rctrl
008,1,1.25,42.5003368329,1,
008,1,1.25,42.6111946714,0,rctrl
008,1,1.25,43.7503166167,1,
008,1,1.25,43.9551791404,0,lalt
008,1,1.25,45.0003222150,1,
008,1,1.25,45.0991700785,0,rctrl
008,1,1.25,46.2503125735,1,
008,1,1.25,46.2911421342,0,lalt
008,1,1.25,47.5003144396,1,
008,1,1.25,47.5791395614,0,rctrl
008,1,1.25,48.7503433643,1,
008,1,1.25,48.8431826636,0,lalt
008,1,1.25,50.0003461635,1,
008,1,1.25,50.0271674560,0,rctrl
008,1,1.25,51.2503253252,1,
008,1,1.25,51.4911266454,0,rctrl
008,1,1.25,52.5003582932,1,
008,1,1.25,52.5550922418,0,rctrl
008,1,1.25,53.7503567381,1,
008,1,1.25,53.9790790372,0,lalt
008,1,1.25,55.0003592262,1,
008,1,1.25,55.2110673405,0,lalt
008,1,1.25,56.2503424312,1,
008,1,1.25,56.4910575994,0,lalt
008,1,1.25,57.5003144396,1,
008,1,1.25,57.6750427028,0,rctrl
008,1,1.25,58.7503175498,1,
008,1,1.25,58.8830608190,0,rctrl
008,1,1.25,60.0003296795,1,
008,1,1.25,60.2750267165,0,rctrl
008,1,1.25,61.2503128845,1,
008,1,1.25,61.3950141887,0,rctrl
008,1,1.25,62.5003296795,1,
008,1,1.25,62.6750084908,0,lalt
008,1,1.25,63.7503222150,1,
008,1,1.25,63.8909939650,0,lalt
008,1,1.25,65.0003293685,1,
008,1,1.25,65.1469835571,0,lalt
008,1,1.25,66.2503100853,1,
008,1,1.25,66.3629951568,0,lalt
008,1,1.25,67.5003141286,1,
008,1,1.25,67.7390089213,0,lalt
008,1,1.25,68.7503219040,1,
008,1,1.25,68.8109459189,0,rctrl
008,1,1.25,70.0003480296,1,
008,1,1.25,70.1789385191,0,rctrl
008,1,1.25,71.2503551830,1,
008,1,1.25,71.4509480462,0,rctrl
008,1,1.25,72.5004767912,1,
008,1,1.25,72.6669036627,0,lalt
008,1,1.25,73.7503449194,1,
008,1,1.25,73.7948917718,0,lalt
008,1,1.25,75.0003648246,1,
008,1,1.25,75.0588829339,0,lalt
008,1,1.25,76.2503284354,1,
008,1,1.25,76.3628682613,0,lalt
008,1,1.25,77.5004612403,1,
008,1,1.25,77.6508585352,0,lalt
008,1,1.25,78.7503138176,1,
008,1,1.25,78.9548647008,0,lalt
008,1,1.25,80.0003533169,1,
008,1,1.25,80.1228404438,0,lalt
008,1,1.25,81.2503147506,1,
008,1,1.25,81.3948148259,0,lalt
008,1,1.25,82.5003243922,1,
008,1,1.25,82.7388157788,0,lalt
008,1,1.25,83.7503430533,1,
008,1,1.25,83.8588032510,0,lalt
008,1,1.25,85.0003514508,1,
008,1,1.25,85.1148379408,0,rctrl
008,1,1.25,86.2503352778,1,
008,1,1.25,86.4428254901,0,rctrl
008,1,1.25,87.5003178608,1,
008,1,1.25,87.6267707832,0,rctrl
008,1,1.25,88.7503495847,1,
008,1,1.25,88.8267748886,0,rctrl
008,1,1.25,90.0003461635,1,
008,1,1.25,90.1707528262,0,rctrl
008,1,1.25,91.2503548720,1,
008,1,1.25,91.7067516493,0,rctrl
008,1,1.25,92.5003698009,1,
008,1,1.25,92.6587201469,0,rctrl
008,1,1.25,93.7504002807,1,
008,1,1.25,93.9307007493,0,lalt
008,1,1.25,95.0003523838,1,
008,1,1.25,95.1066951684,0,lalt
008,1,1.25,96.2503586042,1,
008,1,1.25,96.3626729418,0,lalt
008,1,1.25,97.5003352778,1,
008,1,1.25,97.7146664452,0,lalt
008,1,1.25,98.7503178608,1,
008,1,1.25,98.9146652634,0,rctrl
008,1,1.25,100.0003240812,1,
008,1,1.25,100.0986572092,0,rctrl
008,1,1.25,101.2503377660,1,
008,1,1.25,101.3786437359,0,lalt
008,1,1.25,102.5003710449,1,
008,1,1.25,102.7226549525,0,lalt
008,1,1.25,103.7503312346,1,
008,1,1.25,103.8186308722,0,lalt
008,1,1.25,105.0003113294,1,
008,1,1.25,105.0826021291,0,lalt
008,1,1.25,106.2503247032,1,
008,1,1.25,106.3625805693,0,lalt
008,1,1.25,107.5003436753,1,
008,1,1.25,107.5945803802,0,rctrl
008,1,1.25,108.7503508287,1,
008,1,1.25,108.8825709651,0,rctrl
008,1,1.25,110.0003340337,1,
008,1,1.25,110.1225636375,0,rctrl
008,1,1.25,111.2503427423,1,
008,1,1.25,111.3465407291,0,rctrl
008,1,1.25,112.5003446084,1,
008,1,1.25,112.6825345137,0,rctrl
008,1,1.25,113.7503642025,1,
008,1,1.25,113.8985209210,0,rctrl
008,1,1.25,115.0003299905,1,
008,1,1.25,115.0905063504,0,lalt
008,1,1.25,116.2503324787,1,
008,1,1.25,116.4264876942,0,lalt
008,1,1.25,117.5003523838,1,
008,1,1.25,117.5864886149,0,lalt
008,1,1.25,118.7503791314,1,
008,1,1.25,118.8104713048,0,lalt
008,1,1.25,120.0003212820,1,
008,1,1.25,120.1784819441,0,lalt
008,1,1.25,121.2503219040,1,
008,1,1.25,121.4344662489,0,rctrl
008,1,1.25,122.5003265693,1,
008,1,1.25,122.5704307356,0,rctrl
008,1,1.25,123.7503278134,1,
008,1,1.25,123.9224565849,0,rctrl
008,1,1.25,125.0003523838,1,
008,1,1.25,125.1144059362,0,lalt
008,1,1.25,126.2503187938,1,
008,1,1.25,126.3543945654,0,rctrl
008,1,1.25,127.5003234591,1,
008,1,1.25,127.6423941698,0,rctrl
008,1,1.25,128.7503225261,1,
008,1,1.25,128.9224152195,0,rctrl
008,1,1.25,130.0003477186,1,
008,1,1.25,130.1143714132,0,rctrl
008,1,1.25,131.2503125735,1,
008,1,1.25,131.4183589177,0,rctrl
008,1,1.25,132.5003125735,1,
008,1,1.25,132.6743572183,0,lalt
008,1,1.25,133.7503701119,1,
008,1,1.25,133.8583286370,0,lalt
008,1,1.25,135.0003486516,1,
008,1,1.25,135.0583162584,0,lalt
008,1,1.25,136.2504211189,1,
008,1,1.25,136.4663039570,0,lalt
008,1,1.25,137.5003119514,1,
008,1,1.25,137.6183157484,0,lalt
008,1,1.25,138.7503651356,1,
008,1,1.25,138.8663043925,0,lalt
008,1,1.25,140.0003837967,1,
008,1,1.25,140.0982727905,0,lalt
008,1,1.25,141.2502357519,1,
008,1,1.25,141.4102556447,0,lalt
008,1,1.25,142.5003247032,1,
008,1,1.25,142.7862479488,0,lalt
008,1,1.25,143.7503449194,1,
008,1,1.25,144.0502248041,0,lalt
008,1,1.25,145.0003237701,1,
008,1,1.25,145.0744721085,0,lalt
008,1,1.25,146.2503299905,1,
008,1,1.25,146.3142153442,0,rctrl
008,1,1.25,147.5003107074,1,
008,1,1.25,147.6821955037,0,rctrl
008,1,1.25,148.7503340337,1,
008,1,1.25,148.8262057250,0,rctrl
008,1,1.25,150.0003250142,1,
008,1,1.25,150.1301792337,0,rctrl
008,1,1.25,151.2503240812,1,
008,1,1.25,151.4021604581,0,rctrl
008,1,1.25,152.5003318566,1,
008,1,1.25,152.6741563004,0,rctrl
008,1,1.25,153.7503377660,1,
008,1,1.25,153.9621453302,0,rctrl
008,1,1.25,155.0003483406,1,
008,1,1.25,155.2501511549,0,rctrl
008,1,1.25,156.2503315456,1,
008,1,1.25,156.4821746032,0,lalt
008,1,1.25,157.5003247032,1,
008,1,1.25,157.6421049227,0,lalt
008,1,1.25,158.7503645135,1,
008,1,1.25,158.9940875405,0,lalt
008,1,1.25,160.0003722890,1,
008,1,1.25,160.0980780930,0,lalt
008,1,1.25,161.2503987256,1,
008,1,1.25,161.4340889836,0,rctrl
008,1,1.25,162.5003175498,1,
008,1,1.25,162.7380544058,0,rctrl
008,1,1.25,163.7503187938,1,
008,1,1.25,163.8180430474,0,rctrl
008,1,1.25,165.0003163057,1,
008,1,1.25,165.1300342991,0,rctrl
008,1,1.25,166.2503346558,1,
008,1,1.25,166.4740234334,0,rctrl
008,1,1.25,167.5003256363,1,
008,1,1.25,167.5220107712,0,rctrl
008,1,1.25,168.7503390100,1,
008,1,1.25,168.8739955661,0,lalt
008,1,1.25,170.0003340337,1,
008,1,1.25,170.0979922519,0,lalt
008,1,1.25,171.2503222150,1,
008,1,1.25,171.3459759197,0,lalt
008,1,1.25,172.5003355888,1,
008,1,1.25,172.6740303380,0,lalt
008,1,1.25,173.7503187938,1,
008,1,1.25,173.8740437740,0,lalt
008,1,1.25,175.0003175498,1,
008,1,1.25,175.1379845511,0,lalt
008,1,1.25,176.2503604703,1,
008,1,1.25,176.4659406875,0,rctrl
008,1,1.25,177.5003763322,1,
008,1,1.25,177.6099188740,0,rctrl
008,1,1.25,178.7503094633,1,
008,1,1.25,178.9699018177,0,lalt
008,1,1.25,180.0003573601,1,
008,1,1.25,180.0019049876,0,lalt
008,1,1.25,181.2503511398,1,
008,1,1.25,181.3298819623,0,lalt
008,1,1.25,182.5003502067,1,
008,1,1.25,182.5618973241,0,lalt
008,1,1.25,183.7503225261,1,
008,1,1.25,183.8338695290,0,rctrl
008,1,1.25,185.0003371439,1,
008,1,1.25,185.0978473173,0,rctrl
008,1,1.25,186.2503290575,1,
008,1,1.25,186.4178392060,0,rctrl
008,1,1.25,187.5003343448,1,
008,1,1.25,187.6498271982,0,rctrl
008,1,1.25,188.7503169277,1,
008,1,1.25,188.8818117692,0,rctrl
008,1,1.25,190.0003262583,1,
008,1,1.25,190.1378060265,0,rctrl
008,1,1.25,191.2503436753,1,
008,1,1.25,191.3218645303,0,rctrl
008,1,1.25,192.5003222150,1,
008,1,1.25,192.6177975917,0,rctrl
008,1,1.25,193.7503306125,1,
008,1,1.25,193.9617795726,0,rctrl
008,1,1.25,195.0003331007,1,
008,1,1.25,195.2577499561,0,lalt
008,1,1.25,196.2503141286,1,
008,1,1.25,196.3297252090,0,lalt
008,1,1.25,197.5003694898,1,
008,1,1.25,197.7617250821,0,lalt
008,1,1.25,198.7503365219,1,
008,1,1.25,198.8577087773,0,lalt
008,1,1.25,200.0003128845,1,
008,1,1.25,200.1777009770,0,lalt
008,1,1.25,201.2503558050,1,
008,1,1.25,201.4896953388,0,lalt
008,1,1.25,202.5003747772,1,
008,1,1.25,202.7136789618,0,lalt
008,1,1.25,203.7504696378,1,
008,1,1.25,203.8656674268,0,lalt
008,1,1.25,205.0003365219,1,
008,1,1.25,205.2016621445,0,lalt
008,1,1.25,206.2503163057,1,
008,1,1.25,206.4016569194,0,lalt
008,1,1.25,207.5002382401,1,
008,1,1.25,207.6256999469,0,lalt
008,1,1.25,208.7503156837,1,
008,1,1.25,208.8256210104,0,lalt
008,1,1.25,210.0003421202,1,
008,1,1.25,210.2656308510,0,lalt
008,1,1.25,211.2503234591,1,
008,1,1.25,211.2895848651,0,lalt
008,1,1.25,212.5003368329,1,
008,1,1.25,212.7855935661,0,lalt
008,1,1.25,213.7503393211,1,
008,1,1.25,214.0255654003,0,lalt
008,1,1.25,215.0003358999,1,
008,1,1.25,215.4975725015,0,rctrl
008,1,1.25,216.2503153726,1,
008,1,1.25,216.2975456917,0,rctrl
008,1,1.25,217.5003265693,1,
008,1,1.25,217.7135408697,0,rctrl
008,1,1.25,218.7504292054,1,
008,1,1.25,218.8815225221,0,rctrl
008,1,1.25,220.0003778873,1,
008,1,1.25,220.0655182002,0,lalt
008,1,1.25,221.0175078470,0,lalt
008,1,1.25,221.2503315456,1,
008,1,1.25,222.5003564271,1,
008,1,1.25,222.6894932391,0,lalt
008,1,1.25,223.7503626474,1,
008,1,1.25,224.0734718734,0,lalt
008,1,1.25,225.0003679348,1,
008,1,1.25,225.1694664542,0,lalt
008,1,1.25,226.2503135065,1,
008,1,1.25,226.4094662800,0,lalt
008,1,1.25,227.5003222150,1,
008,1,1.25,227.5854681635,0,lalt
008,1,1.25,228.7503203489,1,
008,1,1.25,228.8734288906,0,rctrl
008,1,1.25,230.0003514508,1,
008,1,1.25,230.1454262880,0,rctrl
008,1,1.25,231.2503116404,1,
008,1,1.25,231.3614039868,0,lalt
008,1,1.25,232.5003150616,1,
008,1,1.25,232.5853863657,0,lalt
008,1,1.25,233.7503119514,1,
008,1,1.25,233.9293814093,0,lalt
008,1,1.25,235.0003187938,1,
008,1,1.25,235.0013802996,0,rctrl
008,1,1.25,236.2503128845,1,
008,1,1.25,236.3853567567,0,rctrl
008,1,1.25,237.5003023099,1,
008,1,1.25,237.6893545249,0,rctrl
008,1,1.25,238.7502817827,1,
008,1,1.25,238.9453550026,0,rctrl
008,1,1.25,240.0003411872,1,
008,1,1.25,240.1693280510,0,rctrl
008,1,1.25,241.2503744661,1,
008,1,1.25,241.4813441841,0,rctrl
008,1,1.25,242.5003691788,1,
008,1,1.25,242.5693060931,0,rctrl
008,1,1.25,243.7503228371,1,
008,1,1.25,243.8973465155,0,lalt
008,1,1.25,245.0003570491,1,
008,1,1.25,245.2412930403,0,lalt
008,1,1.25,246.2503959264,1,
008,1,1.25,246.5772594553,0,lalt
008,1,1.25,247.5003228371,1,
008,1,1.25,247.5212441109,0,lalt
008,1,1.25,248.7503371439,1,
008,1,1.25,248.9692409036,0,lalt
008,1,1.25,250.0003355888,1,
008,1,1.25,250.0252242132,0,lalt
008,1,1.25,250.9612352904,0,lalt
008,1,1.25,251.2504292054,1,
008,1,1.25,252.5003853518,1,
008,1,1.25,252.5932035018,0,lalt
008,1,1.25,253.7503256363,1,
008,1,1.25,253.9212034919,0,rctrl
008,1,1.25,255.0003181718,1,
008,1,1.25,255.1851837683,0,lalt
008,1,1.25,256.2503153726,1,
008,1,1.25,256.3931742039,0,rctrl
008,1,1.25,257.5003147506,1,
008,1,1.25,257.6491550875,0,lalt
008,1,1.25,258.7503396321,1,
008,1,1.25,258.9051561872,0,rctrl
008,1,1.25,260.0003191049,1,
008,1,1.25,260.1291370111,0,lalt
008,1,1.25,261.2503464745,1,
008,1,1.25,261.3771552019,0,rctrl
008,1,1.25,262.5003554940,1,
008,1,1.25,262.6011528208,0,rctrl
008,1,1.25,263.7503091523,1,
008,1,1.25,263.9290962055,0,rctrl
008,1,1.25,265.0003570491,1,
008,1,1.25,265.2970940930,0,rctrl
008,1,1.25,266.2503775763,1,
008,1,1.25,266.4250716275,0,rctrl
008,1,1.25,267.5003778873,1,
008,1,1.25,267.6410642552,0,lalt
008,1,1.25,268.7503620254,1,
008,1,1.25,268.9450514487,0,lalt
008,1,1.25,270.0003309236,1,
008,1,1.25,270.0970380475,0,lalt
008,1,1.25,271.2503212820,1,
008,1,1.25,271.3770208420,0,lalt
008,1,1.25,272.5003293685,1,
008,1,1.25,272.7210074881,0,lalt
008,1,1.25,273.7503698009,1,
008,1,1.25,273.8730217676,0,lalt
008,1,1.25,275.0003206600,1,
008,1,1.25,275.1529974086,0,lalt
008,1,1.25,276.2503107074,1,
008,1,1.25,276.3769897401,0,rctrl
008,1,1.25,277.5003791314,1,
008,1,1.25,277.6089911061,0,rctrl
