# {'date': u'2016_Apr_26_1655', 'frameRate': None, 'expName': 'RNGT', u'participant': u'001'}
subj,time,stimulus,response
001,0.0013040883,1,
001,1.0003688645,1,
001,1.0543126509,0,9
001,1.9582822361,0,minus
001,2.0003355858,1,
001,2.9502794942,0,q
001,3.0003278104,1,
001,3.9102539660,0,n
001,4.0003203460,1,
001,4.9182112996,0,5
001,5.0003156808,1,
001,5.9502120038,0,0
001,6.0003666874,1,
001,6.9821819174,0,4
001,7.0003377629,1,
001,8.0003561128,1,
001,8.0701887522,0,4
001,9.0003402510,1,
001,9.0461951442,0,q
001,10.0003349638,1,
001,10.0301576258,0,n
001,10.9741116851,0,minus
001,11.0003374519,1,
001,12.0003928127,1,
001,12.0300876473,0,5
001,13.0003819271,1,
001,13.0540619723,0,5
001,14.0003474044,1,
001,14.0620392110,0,4
001,15.0003234562,1,
001,15.2300345880,0,minus
001,16.0003548688,1,
001,16.0860244216,0,0
001,17.0003312316,1,
001,17.0460029366,0,q
001,18.0003309206,1,
001,18.0460044917,0,b
001,19.0003135037,1,
001,19.0779731612,0,n
001,20.0002802250,1,
001,20.1499406116,0,4
001,21.0003735297,1,
001,21.2139398427,0,5
001,22.0003247003,1,
001,22.1099041979,0,minus
001,23.0003464714,1,
001,23.0778857658,0,0
001,24.0003191020,1,
001,24.0858791773,0,q
001,25.0003247003,1,
001,25.0298444331,0,9
001,26.0003446053,1,
001,26.0218815012,0,n
001,27.0003228342,1,
001,27.0138784483,0,4
001,28.0003156808,1,
001,28.0058107041,0,0
001,29.0003293655,1,
001,29.0617816901,0,minus
001,30.0003324757,1,
001,30.1737513424,0,9
001,31.0003343417,1,
001,31.0377330323,0,5
001,32.0003315426,1,
001,32.0777538952,0,b
001,33.0003337197,1,
001,33.1097082581,0,q
001,34.0003405621,1,
001,34.0616728346,0,3
001,35.0003430502,1,
001,35.0216631683,0,3
001,36.0003757068,1,
001,36.1016548206,0,3
001,37.0003542467,1,
001,37.0376188896,0,9
001,37.9976005148,0,4
001,38.0003433612,1,
001,39.0003461603,1,
001,39.1095872730,0,minus
001,40.0003682424,1,
001,40.0535742999,0,n
001,41.0003197240,1,
001,41.1255725408,0,bracketright
001,42.0003302985,1,
001,42.0375454899,0,q
001,43.0003228342,1,
001,43.1255405062,0,5
001,44.0003172359,1,
001,44.0935087005,0,4
001,45.0003231452,1,
001,45.0694930104,0,9
001,46.0003505146,1,
001,46.0294649941,0,0
001,47.0003393180,1,
001,47.0934664024,0,minus
001,47.9974378536,0,3
001,48.0003278104,1,
001,49.0003156808,1,
001,49.0374055329,0,4
001,50.0003144368,1,
001,50.0453843266,0,9
001,51.0003918796,1,
001,51.1093984865,0,n
001,52.0003654433,1,
001,52.1333836971,0,b
001,53.0004071194,1,
001,53.1733681712,0,b
001,54.0003579789,1,
001,54.1493353753,0,q
001,55.0003337197,1,
001,55.0692952045,0,minus
001,56.0003592230,1,
001,56.0772967023,0,minus
001,57.0003763289,1,
001,57.0692494852,0,5
001,58.0003237672,1,
001,58.0932521127,0,n
001,59.0003346528,1,
001,59.0852117379,0,0
001,60.0003551798,1,
001,60.0852160921,0,3
001,61.0003287435,1,
001,61.0772173934,0,q
001,62.0003508256,1,
001,62.0692308243,0,bracketright
001,63.0003514476,1,
001,63.1171499279,0,9
001,64.0003586010,1,
001,64.1411214538,0,minus
001,65.0004292015,1,
001,65.1011357356,0,4
001,66.0003645103,1,
001,66.0771225336,0,b
001,67.0003548688,1,
001,67.0370761674,0,q
001,68.0006758369,1,
001,68.0290575637,0,4
001,68.9890279923,0,3
001,69.0003306096,1,
001,70.0003197240,1,
001,70.0610184578,0,minus
001,71.0003396290,1,
001,71.1570149720,0,bracketright
001,72.0002808471,1,
001,72.0769925291,0,minus
001,73.0003172359,1,
001,73.0929563368,0,0
001,74.0003141257,1,
001,74.0529376510,0,5
001,75.0003231452,1,
001,75.0449367752,0,b
001,76.0003287435,1,
001,76.0609186218,0,q
001,77.0003464714,1,
001,77.0128757340,0,3
001,78.0003358968,1,
001,78.0128869306,0,5
001,78.9728607804,0,minus
001,79.0003147478,1,
001,80.0003026182,1,
001,80.1168613054,0,9
001,81.0003411841,1,
001,81.1008119684,0,4
001,82.0003374519,1,
001,82.0527967610,0,minus
001,83.0003287435,1,
001,83.1327915235,0,bracketright
001,84.0003200350,1,
001,84.1327625990,0,q
001,85.0003163028,1,
001,85.0527451324,0,b
001,86.0003486485,1,
001,86.0767359412,0,3
001,87.0003520696,1,
001,87.0687033418,0,9
001,88.0003589120,1,
001,88.0767045287,0,minus
001,89.0003399400,1,
001,89.0126580231,0,4
001,90.0003620221,1,
001,90.0686414497,0,9
001,91.0003352748,1,
001,91.1406194746,0,0
001,92.0003607781,1,
