# {'date': u'2016_May_12_1212', 'frameRate': None, 'expName': 'RNGT', u'participant': u'017'}
subj,time,stimulus,response
017,0.0013376659,1,
017,1.0003287405,1,
017,1.9649939570,0,9
017,2.0003172330,1,
017,3.0003414920,1,
017,3.1569830766,0,minus
017,4.0003287405,1,
017,4.1569513532,0,3
017,5.0003194101,1,
017,5.2769049377,0,n
017,6.0003246973,1,
017,6.4048316457,0,bracketright
017,7.0003110128,1,
017,7.0927803982,0,q
017,8.0003197211,1,
017,8.0447650019,0,3
017,9.0003411810,1,
017,9.0687350675,0,0
017,10.0003570427,1,
017,10.1327191038,0,3
017,11.0003498894,1,
017,11.0526952056,0,minus
017,12.0003396260,1,
017,12.0686529601,0,0
017,13.0003542436,1,
017,13.1966387605,0,9
017,14.0003418030,1,
017,14.0286007349,0,n
017,15.0003492673,1,
017,15.0925735747,0,b
017,16.0003548656,1,
017,16.0845534883,0,5
017,17.0003697942,1,
017,17.1245180080,0,bracketright
017,18.0003511334,1,
017,18.1084843663,0,q
017,19.0003464682,1,
017,19.2044744164,0,4
017,20.0003585977,1,
017,20.0364659369,0,0
017,21.0003181661,1,
017,21.1324494558,0,minus
017,22.0003215872,1,
017,22.1003880817,0,3
017,23.0003103908,1,
017,23.1723701226,0,0
017,24.0003533105,1,
017,24.0603227939,0,b
017,25.0003166110,1,
017,25.0362958130,0,9
017,26.0003138119,1,
017,26.2362673864,0,5
017,27.0003408700,1,
017,27.0602497059,0,bracketright
017,28.0003284295,1,
017,28.0922127999,0,n
017,29.0003212762,1,
017,29.1561834627,0,9
017,30.0003159890,1,
017,30.1561514284,0,3
017,31.0003166110,1,
017,31.0681292146,0,q
017,32.0002740023,1,
017,32.1561050875,0,0
017,33.0003172330,1,
017,33.1400807762,0,3
017,34.0003393149,1,
017,34.1240561540,0,0
017,35.0003194101,1,
017,35.1560724311,0,0
017,36.0003125678,1,
017,36.1080156701,0,minus
017,37.0003187881,1,
017,37.2119732454,0,3
017,38.0003100797,1,
017,38.0759549181,0,b
017,39.0003250084,1,
017,39.0279665798,0,q
017,40.0003352718,1,
017,40.0038820615,0,0
017,40.9398644358,0,4
017,41.0003502004,1,
017,42.0003358938,1,
017,42.0038366536,0,n
