# {'date': u'2016_May_10_1512', 'frameRate': None, 'expName': 'RNGT', u'participant': u'014'}
subj,time,stimulus,response
014,0.0013168281,1,
014,1.0003079026,1,
014,1.2883433656,0,n
014,2.0003203432,1,
014,2.1602745248,0,3
014,2.9202634776,0,bracketright
014,3.0003302956,1,
014,4.0003172330,1,
014,4.0082353073,0,q
014,4.8722160469,0,minus
014,5.0003299846,1,
014,5.9281843510,0,0
014,6.0003334057,1,
014,6.9761534064,0,minus
014,7.0003206542,1,
014,7.9361276172,0,bracketright
014,8.0003358938,1,
014,8.9761064435,0,3
014,9.0003511334,1,
014,9.9921136490,0,q
014,10.0003651290,1,
014,11.0003498894,1,
014,11.0560292626,0,b
014,12.0003676171,1,
014,12.0240120524,0,9
014,13.0003312286,1,
014,13.0639796822,0,n
014,14.0003467792,1,
014,14.0479563039,0,0
014,15.0003349608,1,
014,15.0319189302,0,9
014,16.0003918761,1,
014,16.0959066987,0,5
014,17.0003669951,1,
014,17.0558793544,0,4
014,18.0003536215,1,
014,18.2078439288,0,3
014,19.0003502004,1,
014,19.1038154425,0,4
014,19.9517852444,0,n
014,20.0003623299,1,
014,20.9677663249,0,bracketright
014,21.0003135009,1,
014,22.0003156780,1,
014,22.1197436508,0,minus
014,23.0003324727,1,
014,23.1037034779,0,minus
014,23.9596768826,0,bracketright
014,24.0003302956,1,
014,24.9356502126,0,n
014,25.0003271854,1,
014,25.9596501355,0,b
014,26.0003197211,1,
014,26.9596386280,0,n
014,27.0003306066,1,
014,27.9196025754,0,0
014,28.0003256304,1,
014,28.9755388452,0,4
014,29.0003284295,1,
014,29.9915152605,0,q
014,30.0003293625,1,
014,30.9834870877,0,3
014,31.0003107018,1,
014,32.0003352718,1,
014,32.0394585019,0,q
014,33.0003166110,1,
014,33.0074338274,0,n
014,34.0003464682,1,
014,34.1274119818,0,5
014,35.0003194101,1,
014,35.1353776410,0,4
014,36.0003358938,1,
014,36.0633536134,0,5
014,37.0003153670,1,
014,37.1273407599,0,b
014,38.0003424251,1,
014,38.0952887163,0,0
014,39.0003203432,1,
014,39.0472720758,0,minus
014,40.0003150559,1,
014,40.0872347294,0,0
014,41.0003209652,1,
014,41.0472170266,0,n
014,42.0003175440,1,
014,42.1351810810,0,5
014,43.0003477123,1,
014,43.1271547743,0,3
014,44.0004618540,1,
014,44.0152231423,0,q
014,45.0003585977,1,
014,45.2071195801,0,3
014,45.9990952638,0,0
014,46.0003878329,1,
014,47.0003299846,1,
014,47.0950532796,0,9
014,48.0003691722,1,
014,48.0630254950,0,n
014,49.0003169220,1,
014,49.1270061102,0,bracketright
014,50.0003390039,1,
014,50.1029617125,0,minus
014,51.0003626409,1,
014,51.1589377918,0,0
014,52.0003589087,1,
014,52.0469116120,0,3
014,52.9748847853,0,b
014,53.0003582867,1,
014,54.0003632629,1,
014,54.0148539702,0,5
014,55.0003296735,1,
014,55.0068313956,0,4
014,56.0003539325,1,
014,56.0068058926,0,n
014,57.0003334057,1,
014,57.0307772023,0,0
014,58.0003318506,1,
014,58.1107488503,0,9
014,59.0003374489,1,
014,59.1107180601,0,0
014,60.0003234533,1,
014,60.0386881232,0,4
014,61.0003246973,1,
014,61.0546688927,0,4
014,62.0003508224,1,
014,62.0387260668,0,5
014,63.0003355828,1,
014,63.0946315463,0,3
014,64.0004500355,1,
014,64.1506530335,0,bracketright
014,65.0004108479,1,
014,65.0545503968,0,bracketright
014,65.9825260582,0,minus
014,66.0003175440,1,
014,66.9824958900,0,n
014,67.0007022668,1,
014,68.0003542436,1,
014,68.0224694290,0,9
014,69.0003100797,1,
014,69.0304478397,0,0
014,70.0003234533,1,
014,70.0544219485,0,minus
014,71.0003396260,1,
014,71.1423900461,0,3
014,72.0003100797,1,
014,72.1103684817,0,q
014,73.0003312286,1,
014,73.1103305382,0,5
014,74.0003909431,1,
014,74.1582958615,0,5
014,75.0003620189,1,
014,75.0622740881,0,4
014,76.0003763255,1,
014,76.1662702290,0,3
014,77.0003803686,1,
014,77.0702220196,0,q
014,78.0003872109,1,
014,78.0541995744,0,3
014,78.9502261374,0,9
014,79.0003809907,1,
014,80.0003816127,1,
014,80.0781886118,0,n
014,81.0003601528,1,
014,81.1581366229,0,5
014,82.0003091467,1,
014,82.0700920162,0,bracketright
014,83.0003166110,1,
014,83.1020600864,0,minus
014,83.9580297589,0,3
014,84.0003408700,1,
014,84.9179958834,0,0
014,85.0003598418,1,
014,85.9579715996,0,4
014,86.0004192452,1,
014,86.9819463304,0,4
014,87.0003629519,1,
014,88.0003753924,1,
014,88.0539311704,0,3
014,89.0004208003,1,
014,89.0218918783,0,q
014,89.9338594011,0,n
014,90.0002310825,1,
014,90.9498759370,0,9
014,91.0003334057,1,
014,92.0003085247,1,
014,92.0218172352,0,0
014,93.0003206542,1,
014,93.0297856935,0,9
014,93.9657612255,0,n
014,94.0003290515,1,
014,95.0003483343,1,
014,95.0697256432,0,5
014,96.0003144339,1,
014,96.0857008144,0,4
014,96.9816975202,0,3
014,97.0003156780,1,
014,97.9256819422,0,0
014,98.0003337167,1,
014,99.0003362048,1,
014,99.1096459990,0,9
014,100.0003218982,1,
014,100.1816044029,0,bracketright
014,101.0003222092,1,
014,101.0535613762,0,minus
014,102.0003119458,1,
014,102.0375283566,0,0
014,103.0003184771,1,
014,103.0775149582,0,n
014,104.0003374489,1,
014,104.1654982953,0,9
014,105.0003175440,1,
014,105.2054525516,0,0
014,106.0003253194,1,
014,106.0774434252,0,minus
014,107.0003334057,1,
014,107.1414218633,0,bracketright
014,108.0003498894,1,
