# {'date': u'2016_May_03_1610', 'frameRate': None, 'expName': 'RNGT', u'participant': u'007'}
subj,time,stimulus,response
007,0.0019155336,1,
007,0.2915047840,0,0
007,1.0003396270,1,
007,1.0994646831,0,9
007,2.0003380719,1,
007,2.0114505930,0,minus
007,2.9714106837,0,3
007,3.0003253204,1,
007,3.9633921274,0,n
007,4.0003163010,1,
007,5.0003203442,1,
007,5.0033713890,0,5
007,6.0003418041,1,
007,6.0353560423,0,bracketright
007,7.0003194111,1,
007,7.0033169616,0,q
007,8.0003533116,1,
007,8.1153061681,0,9
007,9.0003234543,1,
007,9.0432728971,0,minus
007,10.0003206552,1,
007,10.0192508177,0,3
007,11.0003573548,1,
007,11.0272220999,0,5
007,11.9232091518,0,bracketright
007,12.0003729055,1,
007,12.9072370410,0,b
007,13.0003327847,1,
007,13.9871713051,0,9
007,14.0004615444,1,
007,15.0003582878,1,
007,15.0032703095,0,0
007,16.0003455363,1,
007,16.1150993440,0,3
007,17.0003663742,1,
007,17.0350832833,0,b
007,18.0003654411,1,
007,18.0910520724,0,n
007,19.0003551777,1,
007,19.0670262608,0,9
007,20.0003520676,1,
007,20.0510130962,0,bracketright
007,20.9869756775,0,q
007,21.0003411821,1,
007,22.0003582878,1,
007,22.0909733859,0,bracketright
007,23.0003181671,1,
007,23.1229331582,0,minus
007,23.1869099292,0,0
007,23.2989171746,0,minus
007,24.0003169230,1,
007,24.0428947044,0,9
007,25.0003113248,1,
007,25.0908775937,0,0
007,26.0003458473,1,
007,26.0508600774,0,bracketright
007,27.0003128798,1,
007,27.0508308421,0,n
007,28.0003330957,1,
007,28.0188175755,0,b
007,29.0003156789,1,
007,29.0187892733,0,5
007,30.0003324737,1,
007,30.0267729960,0,0
007,30.9707727945,0,4
007,31.0003150569,1,
007,32.0003629530,1,
007,32.0267425167,0,minus
007,33.0003402490,1,
007,33.0586929585,0,5
007,34.0003433592,1,
007,34.0186633127,0,bracketright
007,34.8986418652,0,3
007,35.0003144349,1,
007,36.0003346508,1,
007,36.0346173847,0,n
007,37.0003169230,1,
007,37.1785934217,0,9
007,38.0003218992,1,
007,38.0505652364,0,0
007,38.9385387081,0,n
007,39.0003150569,1,
007,39.9385147601,0,5
007,40.0003268754,1,
007,40.9705053227,0,minus
007,41.0003237653,1,
007,41.8904914390,0,3
007,42.0004836264,1,
007,42.8904475861,0,9
007,43.0003601539,1,
007,43.9544200029,0,0
007,44.0003847240,1,
007,44.9543982319,0,n
007,45.0003769487,1,
007,46.0003088366,1,
007,46.0823766551,0,bracketright
007,46.9944197914,0,q
007,47.0003713504,1,
007,48.0003520676,1,
007,48.0104055868,0,5
007,48.9784112920,0,3
007,49.0003697953,1,
007,50.0003480244,1,
007,50.0103069954,0,4
007,51.0003813028,1,
007,51.0422518390,0,n
007,52.0004074280,1,
007,52.0582422996,0,0
007,53.0003253204,1,
007,53.0342000042,0,9
007,53.9701812464,0,bracketright
007,54.0005626239,1,
007,54.9541481769,0,9
007,55.0003228323,1,
007,55.9621318997,0,minus
007,56.0003159900,1,
007,57.0005004211,1,
007,57.0101039035,0,0
007,57.9380961356,0,4
007,58.0003502015,1,
007,59.0003399380,1,
007,59.0020629542,0,9
007,59.9860264635,0,b
007,60.0003299856,1,
007,60.9700021025,0,q
007,61.0006242046,1,
007,62.0003284305,1,
007,62.0659936951,0,minus
007,63.0003318517,1,
007,63.0899566820,0,3
007,64.0003349618,1,
007,64.0259320149,0,9
007,64.9859026801,0,4
007,65.0003253204,1,
007,66.0003259424,1,
007,66.0099123190,0,minus
007,66.0259049567,0,3
007,67.0003393160,1,
007,67.0019121125,0,bracketright
007,68.0003212772,1,
007,68.0098656669,0,n
007,69.0003203442,1,
007,69.1298081170,0,bracketright
007,69.9777917527,0,q
007,70.0003119468,1,
007,71.0003138129,1,
007,71.0177626169,0,minus
007,72.0003312296,1,
007,72.0417448866,0,3
007,73.0003355838,1,
007,73.0017146188,0,9
007,74.0003337177,1,
007,74.0336890086,0,0
