# {'date': u'2018_mar_20_1012', 'frameRate': 99.784551882539148, 'expName': u'RNGT_HDtDCS', u'session': u'baseline', u'participant': u'037'}
subj,trial,time,stimulus,response
037,0,0.0001064789,stimulus,
037,0,0.4679365732,tap,rctrl
037,1,0.7501360568,stimulus,
037,1,1.1397809555,tap,lctrl
037,2,1.5001975227,stimulus,
037,2,1.7324773328,tap,lctrl
037,3,2.2502507151,stimulus,
037,3,2.3877211304,tap,rctrl
037,4,3.0002823591,stimulus,
037,4,3.1562430027,tap,rctrl
037,5,3.7503279848,stimulus,
037,5,3.8603659187,tap,lctrl
037,6,4.5003847952,stimulus,
037,6,4.5477864325,tap,rctrl
037,7,5.2504510820,stimulus,
037,7,5.3475810075,tap,rctrl
037,8,6.0004923950,stimulus,
037,8,6.0203873872,tap,lctrl
037,9,6.7505433589,stimulus,
037,9,6.8201757848,tap,lctrl
037,10,7.5005863921,stimulus,
037,10,7.5554944637,tap,lctrl
037,11,8.2506234465,stimulus,
037,11,8.3396524212,tap,lctrl
037,12,9.0006771683,stimulus,
037,12,9.1560334850,tap,lctrl
037,13,9.7507307998,stimulus,
037,13,9.8435198380,tap,rctrl
037,14,10.5007750901,stimulus,
037,14,10.6442765638,tap,rctrl
037,15,11.2508310554,stimulus,
037,15,11.4118131430,tap,lctrl
037,16,12.0008706662,stimulus,
037,16,12.1315049786,tap,rctrl
037,17,12.7509132332,stimulus,
037,17,12.8677881210,tap,rctrl
037,18,13.5009681940,stimulus,
037,18,13.6197491250,tap,lctrl
037,19,14.2510244180,stimulus,
037,19,14.3394387833,tap,lctrl
037,20,15.0010704225,stimulus,
037,20,15.0913563898,tap,rctrl
037,21,15.7511374974,stimulus,
037,21,15.7954521364,tap,rctrl
037,21,16.4995151288,tap,lctrl
037,22,16.5011755984,stimulus,
037,23,17.2512439273,stimulus,
037,23,17.2680530820,tap,lctrl
037,23,17.9877003923,tap,rctrl
037,24,18.0012805637,stimulus,
037,25,18.7513387214,stimulus,
037,25,18.7552525591,tap,rctrl
037,26,19.5013901364,stimulus,
037,26,19.6995817224,tap,rctrl
037,27,20.2514397018,stimulus,
037,27,20.3713876153,tap,rctrl
037,28,21.0014835802,stimulus,
037,28,21.0921201444,tap,lctrl
037,29,21.7515237653,stimulus,
037,29,21.7952133471,tap,rctrl
037,30,22.5015620378,stimulus,
037,30,22.6115838487,tap,lctrl
037,31,23.2516044966,stimulus,
