# {'date': u'2018_apr_27_1431', 'frameRate': 99.784128165293282, 'expName': u'RNGT_HDtDCS', u'session': u'stimulation', u'participant': u'047'}
subj,trial,time,stimulus,response
047,0,0.0006345780,stimulus,
047,0,0.3575814536,tap,rctrl
047,1,0.7506414085,stimulus,
047,1,0.9659221541,tap,lctrl
047,2,1.5007012670,stimulus,
047,2,1.6534523033,tap,rctrl
047,3,2.2507583497,stimulus,
047,3,2.4375558784,tap,rctrl
047,4,3.0008101181,stimulus,
047,4,3.1260395533,tap,rctrl
047,5,3.7508535828,stimulus,
047,5,3.8292694533,tap,lctrl
047,6,4.5009167105,stimulus,
047,6,4.5976648175,tap,lctrl
047,7,5.2509705902,stimulus,
047,7,5.3495843323,tap,lctrl
047,8,6.0010078895,stimulus,
047,8,6.0536576837,tap,lctrl
047,8,6.7411624979,tap,rctrl
047,9,6.7510354145,stimulus,
047,10,7.5010971407,stimulus,
047,10,7.6209865406,tap,lctrl
047,11,8.2511543617,stimulus,
047,11,8.4051865449,tap,rctrl
047,12,9.0012054565,stimulus,
047,12,9.1092679835,tap,lctrl
047,13,9.7512641932,stimulus,
047,13,9.8455726731,tap,rctrl
047,14,10.5013200849,stimulus,
047,14,10.6297248612,tap,rctrl
047,15,11.2513631015,stimulus,
047,15,11.4138825170,tap,rctrl
047,16,12.0014178203,stimulus,
047,16,12.1169712454,tap,lctrl
047,17,12.7514572670,stimulus,
047,17,12.8689597580,tap,rctrl
047,18,13.5015000249,stimulus,
047,18,13.6374641017,tap,lctrl
047,19,14.2515597271,stimulus,
047,19,14.3093130383,tap,rctrl
047,20,15.0016257991,stimulus,
047,20,15.1257175749,tap,lctrl
047,21,15.7516643646,stimulus,
047,21,15.8132073456,tap,lctrl
047,22,16.5017177902,stimulus,
047,22,16.7096598289,tap,lctrl
047,23,17.2517547347,stimulus,
047,23,17.4938148592,tap,lctrl
047,24,18.0018103256,stimulus,
047,24,18.2135005787,tap,rctrl
047,25,18.7518468219,stimulus,
047,25,18.9175804805,tap,lctrl
047,26,19.5019099466,stimulus,
047,26,19.6050493250,tap,rctrl
047,27,20.2519743134,stimulus,
047,27,20.3892057387,tap,lctrl
047,28,21.0020270954,stimulus,
047,28,21.1577560850,tap,lctrl
047,29,21.7520670834,stimulus,
047,29,21.9097405887,tap,lctrl
047,30,22.5021301119,stimulus,
047,30,22.6450892083,tap,rctrl
047,31,23.2521764848,stimulus,
047,31,23.3969904164,tap,rctrl
047,32,24.0022296487,stimulus,
047,32,24.1176664523,tap,rctrl
047,33,24.7522890351,stimulus,
047,33,24.8207785669,tap,lctrl
047,34,25.5023285299,stimulus,
047,34,25.5736427412,tap,rctrl
047,35,26.2523946381,stimulus,
047,35,26.3255917083,tap,lctrl
047,36,27.0024454411,stimulus,
047,36,27.2054499463,tap,lctrl
047,37,27.7525153477,stimulus,
047,37,27.9896289793,tap,rctrl
047,38,28.5025562650,stimulus,
047,38,28.6614754889,tap,lctrl
047,39,29.2526071522,stimulus,
047,39,29.4134076532,tap,lctrl
047,40,30.0026468185,stimulus,
047,40,30.1487653494,tap,lctrl
047,41,30.7527095733,stimulus,
047,41,30.9172549924,tap,rctrl
047,42,31.5027611131,stimulus,
047,42,31.6692000919,tap,lctrl
047,43,32.2528313776,stimulus,
047,43,32.3732787185,tap,rctrl
047,44,33.0028864843,stimulus,
047,44,33.1252322872,tap,lctrl
047,45,33.7529397475,stimulus,
047,45,33.8927788466,tap,rctrl
047,46,34.5029738408,stimulus,
047,46,34.5968599995,tap,lctrl
047,47,35.2530311731,stimulus,
047,47,35.3810148583,tap,rctrl
047,48,36.0030913324,stimulus,
047,48,36.0694785033,tap,rctrl
047,49,36.7531515759,stimulus,
047,49,36.8848848409,tap,rctrl
047,50,37.5032061864,stimulus,
047,50,37.6846941517,tap,lctrl
047,51,38.2532560360,stimulus,
047,51,38.4366014290,tap,lctrl
047,52,39.0033010436,stimulus,
047,52,39.1250587522,tap,rctrl
047,53,39.7533698314,stimulus,
047,53,39.9248033778,tap,lctrl
047,54,40.5034164570,stimulus,
047,54,40.7089814996,tap,rctrl
047,55,41.2534758344,stimulus,
